date,DateTime,timeline,day_night,temp,lux,PAR
03/22/22 04:00:00  PM,2022-03-22 16:00:00 UTC,889,day,27.468,2325,43.0125
03/22/22 04:10:00  PM,2022-03-22 16:10:00 UTC,890,day,27.567,6200,114.7
03/22/22 04:20:00  PM,2022-03-22 16:20:00 UTC,891,day,27.468,355.2,6.5712
03/22/22 04:30:00  PM,2022-03-22 16:30:00 UTC,892,day,27.468,139.9,2.58815
03/22/22 04:40:00  PM,2022-03-22 16:40:00 UTC,893,day,27.468,161.5,2.98775
03/22/22 04:50:00  PM,2022-03-22 16:50:00 UTC,894,day,27.468,96.9,1.79265
03/22/22 05:00:00  PM,2022-03-22 17:00:00 UTC,895,day,27.468,129.2,2.3902
03/22/22 05:10:00  PM,2022-03-22 17:10:00 UTC,896,day,27.468,236.8,4.3808
03/22/22 05:20:00  PM,2022-03-22 17:20:00 UTC,897,day,27.468,215.3,3.98305
03/22/22 05:30:00  PM,2022-03-22 17:30:00 UTC,898,day,27.468,150.7,2.78795
03/22/22 05:40:00  PM,2022-03-22 17:40:00 UTC,899,day,27.468,118.4,2.1904
03/22/22 05:50:00  PM,2022-03-22 17:50:00 UTC,900,day,27.468,96.9,1.79265
03/22/22 06:00:00  PM,2022-03-22 18:00:00 UTC,901,night,27.468,21.5,0.39775
03/22/22 06:10:00  PM,2022-03-22 18:10:00 UTC,902,night,27.468,0,0
03/22/22 06:20:00  PM,2022-03-22 18:20:00 UTC,903,night,27.468,0,0
03/22/22 06:30:00  PM,2022-03-22 18:30:00 UTC,904,night,27.37,0,0
03/22/22 06:40:00  PM,2022-03-22 18:40:00 UTC,905,night,27.37,0,0
03/22/22 06:50:00  PM,2022-03-22 18:50:00 UTC,906,night,27.37,0,0
03/22/22 07:00:00  PM,2022-03-22 19:00:00 UTC,907,night,27.37,0,0
03/22/22 07:10:00  PM,2022-03-22 19:10:00 UTC,908,night,27.37,0,0
03/22/22 07:20:00  PM,2022-03-22 19:20:00 UTC,909,night,27.37,0,0
03/22/22 07:30:00  PM,2022-03-22 19:30:00 UTC,910,night,27.37,0,0
03/22/22 07:40:00  PM,2022-03-22 19:40:00 UTC,911,night,27.37,0,0
03/22/22 07:50:00  PM,2022-03-22 19:50:00 UTC,912,night,27.272,0,0
03/22/22 08:00:00  PM,2022-03-22 20:00:00 UTC,913,night,27.272,0,0
03/22/22 08:10:00  PM,2022-03-22 20:10:00 UTC,914,night,27.272,0,0
03/22/22 08:20:00  PM,2022-03-22 20:20:00 UTC,915,night,27.272,0,0
03/22/22 08:30:00  PM,2022-03-22 20:30:00 UTC,916,night,27.272,0,0
03/22/22 08:40:00  PM,2022-03-22 20:40:00 UTC,917,night,27.272,0,0
03/22/22 08:50:00  PM,2022-03-22 20:50:00 UTC,918,night,27.272,0,0
03/22/22 09:00:00  PM,2022-03-22 21:00:00 UTC,919,night,27.272,0,0
03/22/22 09:10:00  PM,2022-03-22 21:10:00 UTC,920,night,27.173,0,0
03/22/22 09:20:00  PM,2022-03-22 21:20:00 UTC,921,night,27.173,0,0
03/22/22 09:30:00  PM,2022-03-22 21:30:00 UTC,922,night,27.173,0,0
03/22/22 09:40:00  PM,2022-03-22 21:40:00 UTC,923,night,27.173,0,0
03/22/22 09:50:00  PM,2022-03-22 21:50:00 UTC,924,night,27.173,0,0
03/22/22 10:00:00  PM,2022-03-22 22:00:00 UTC,925,night,27.173,0,0
03/22/22 10:10:00  PM,2022-03-22 22:10:00 UTC,926,night,27.173,0,0
03/22/22 10:20:00  PM,2022-03-22 22:20:00 UTC,927,night,27.075,0,0
03/22/22 10:30:00  PM,2022-03-22 22:30:00 UTC,928,night,27.075,0,0
03/22/22 10:40:00  PM,2022-03-22 22:40:00 UTC,929,night,27.075,0,0
03/22/22 10:50:00  PM,2022-03-22 22:50:00 UTC,930,night,27.075,0,0
03/22/22 11:00:00  PM,2022-03-22 23:00:00 UTC,931,night,27.075,0,0
03/22/22 11:10:00  PM,2022-03-22 23:10:00 UTC,932,night,27.075,0,0
03/22/22 11:20:00  PM,2022-03-22 23:20:00 UTC,933,night,27.075,0,0
03/22/22 11:30:00  PM,2022-03-22 23:30:00 UTC,934,night,27.075,0,0
03/22/22 11:40:00  PM,2022-03-22 23:40:00 UTC,935,night,27.075,0,0
03/22/22 11:50:00  PM,2022-03-22 23:50:00 UTC,936,night,27.075,0,0
03/23/22 12:00:00  AM,2022-03-23 00:00:00 UTC,937,night,26.977,0,0
03/23/22 12:10:00  AM,2022-03-23 00:10:00 UTC,938,night,26.977,0,0
03/23/22 12:20:00  AM,2022-03-23 00:20:00 UTC,939,night,26.977,0,0
03/23/22 12:30:00  AM,2022-03-23 00:30:00 UTC,940,night,26.977,0,0
03/23/22 12:40:00  AM,2022-03-23 00:40:00 UTC,941,night,26.977,0,0
03/23/22 12:50:00  AM,2022-03-23 00:50:00 UTC,942,night,26.977,0,0
03/23/22 01:00:00  AM,2022-03-23 01:00:00 UTC,943,night,26.977,0,0
03/23/22 01:10:00  AM,2022-03-23 01:10:00 UTC,944,night,26.879,0,0
03/23/22 01:20:00  AM,2022-03-23 01:20:00 UTC,945,night,26.879,0,0
03/23/22 01:30:00  AM,2022-03-23 01:30:00 UTC,946,night,26.879,0,0
03/23/22 01:40:00  AM,2022-03-23 01:40:00 UTC,947,night,26.879,0,0
03/23/22 01:50:00  AM,2022-03-23 01:50:00 UTC,948,night,26.879,0,0
03/23/22 02:00:00  AM,2022-03-23 02:00:00 UTC,949,night,26.879,0,0
03/23/22 02:10:00  AM,2022-03-23 02:10:00 UTC,950,night,26.879,0,0
03/23/22 02:20:00  AM,2022-03-23 02:20:00 UTC,951,night,26.879,0,0
03/23/22 02:30:00  AM,2022-03-23 02:30:00 UTC,952,night,26.781,0,0
03/23/22 02:40:00  AM,2022-03-23 02:40:00 UTC,953,night,26.781,0,0
03/23/22 02:50:00  AM,2022-03-23 02:50:00 UTC,954,night,26.781,0,0
03/23/22 03:00:00  AM,2022-03-23 03:00:00 UTC,955,night,26.781,0,0
03/23/22 03:10:00  AM,2022-03-23 03:10:00 UTC,956,night,26.781,0,0
03/23/22 03:20:00  AM,2022-03-23 03:20:00 UTC,957,night,26.781,0,0
03/23/22 03:30:00  AM,2022-03-23 03:30:00 UTC,958,night,26.781,0,0
03/23/22 03:40:00  AM,2022-03-23 03:40:00 UTC,959,night,26.683,0,0
03/23/22 03:50:00  AM,2022-03-23 03:50:00 UTC,960,night,26.683,0,0
03/23/22 04:00:00  AM,2022-03-23 04:00:00 UTC,961,night,26.683,0,0
03/23/22 04:10:00  AM,2022-03-23 04:10:00 UTC,962,night,26.683,0,0
03/23/22 04:20:00  AM,2022-03-23 04:20:00 UTC,963,night,26.683,0,0
03/23/22 04:30:00  AM,2022-03-23 04:30:00 UTC,964,night,26.683,0,0
03/23/22 04:40:00  AM,2022-03-23 04:40:00 UTC,965,night,26.683,0,0
03/23/22 04:50:00  AM,2022-03-23 04:50:00 UTC,966,night,26.683,0,0
03/23/22 05:00:00  AM,2022-03-23 05:00:00 UTC,967,night,26.683,0,0
03/23/22 05:10:00  AM,2022-03-23 05:10:00 UTC,968,night,26.683,0,0
03/23/22 05:20:00  AM,2022-03-23 05:20:00 UTC,969,night,26.585,0,0
03/23/22 05:30:00  AM,2022-03-23 05:30:00 UTC,970,night,26.683,0,0
03/23/22 05:40:00  AM,2022-03-23 05:40:00 UTC,971,night,26.585,0,0
03/23/22 05:50:00  AM,2022-03-23 05:50:00 UTC,972,night,26.585,0,0
03/23/22 06:00:00  AM,2022-03-23 06:00:00 UTC,973,day,26.585,0,0
03/23/22 06:10:00  AM,2022-03-23 06:10:00 UTC,974,day,26.585,0,0
03/23/22 06:20:00  AM,2022-03-23 06:20:00 UTC,975,day,26.585,10.8,0.1998
03/23/22 06:30:00  AM,2022-03-23 06:30:00 UTC,976,day,26.585,118.4,2.1904
03/23/22 06:40:00  AM,2022-03-23 06:40:00 UTC,977,day,26.585,193.8,3.5853
03/23/22 06:50:00  AM,2022-03-23 06:50:00 UTC,978,day,26.585,129.2,2.3902
03/23/22 07:00:00  AM,2022-03-23 07:00:00 UTC,979,day,26.585,236.8,4.3808
03/23/22 07:10:00  AM,2022-03-23 07:10:00 UTC,980,day,26.585,118.4,2.1904
03/23/22 07:20:00  AM,2022-03-23 07:20:00 UTC,981,day,26.585,107.6,1.9906
03/23/22 07:30:00  AM,2022-03-23 07:30:00 UTC,982,day,26.585,75.3,1.39305
03/23/22 07:40:00  AM,2022-03-23 07:40:00 UTC,983,day,26.585,430.6,7.9661
03/23/22 07:50:00  AM,2022-03-23 07:50:00 UTC,984,day,26.585,602.8,11.1518
03/23/22 08:00:00  AM,2022-03-23 08:00:00 UTC,985,day,26.585,1162.5,21.50625
03/23/22 08:10:00  AM,2022-03-23 08:10:00 UTC,986,day,26.585,1345.5,24.89175
03/23/22 08:20:00  AM,2022-03-23 08:20:00 UTC,987,day,26.585,1162.5,21.50625
03/23/22 08:30:00  AM,2022-03-23 08:30:00 UTC,988,day,26.585,1636.1,30.26785
03/23/22 08:40:00  AM,2022-03-23 08:40:00 UTC,989,day,26.585,581.3,10.75405
03/23/22 08:50:00  AM,2022-03-23 08:50:00 UTC,990,day,26.585,2066.7,38.23395
03/23/22 09:00:00  AM,2022-03-23 09:00:00 UTC,991,day,26.585,1980.6,36.6411
03/23/22 09:10:00  AM,2022-03-23 09:10:00 UTC,992,day,26.585,2927.8,54.1643
03/23/22 09:20:00  AM,2022-03-23 09:20:00 UTC,993,day,26.585,2325,43.0125
03/23/22 09:30:00  AM,2022-03-23 09:30:00 UTC,994,day,26.585,3616.7,66.90895
03/23/22 09:40:00  AM,2022-03-23 09:40:00 UTC,995,day,26.585,2583.4,47.7929
03/23/22 09:50:00  AM,2022-03-23 09:50:00 UTC,996,day,26.585,2411.1,44.60535
03/23/22 10:00:00  AM,2022-03-23 10:00:00 UTC,997,day,26.585,2755.6,50.9786
03/23/22 10:10:00  AM,2022-03-23 10:10:00 UTC,998,day,26.585,2755.6,50.9786
03/23/22 10:20:00  AM,2022-03-23 10:20:00 UTC,999,day,26.585,1980.6,36.6411
03/23/22 10:30:00  AM,2022-03-23 10:30:00 UTC,1000,day,26.585,2583.4,47.7929
03/23/22 10:40:00  AM,2022-03-23 10:40:00 UTC,1001,day,26.585,2238.9,41.41965
03/23/22 10:50:00  AM,2022-03-23 10:50:00 UTC,1002,day,26.585,1808.3,33.45355
03/23/22 11:00:00  AM,2022-03-23 11:00:00 UTC,1003,day,26.585,1980.6,36.6411
03/23/22 11:10:00  AM,2022-03-23 11:10:00 UTC,1004,day,26.585,1894.5,35.04825
03/23/22 11:20:00  AM,2022-03-23 11:20:00 UTC,1005,day,26.585,1636.1,30.26785
03/23/22 11:30:00  AM,2022-03-23 11:30:00 UTC,1006,day,26.585,1894.5,35.04825
03/23/22 11:40:00  AM,2022-03-23 11:40:00 UTC,1007,day,26.683,2411.1,44.60535
03/23/22 11:50:00  AM,2022-03-23 11:50:00 UTC,1008,day,26.683,2325,43.0125
03/23/22 12:00:00  PM,2022-03-23 12:00:00 UTC,1009,day,26.683,3961.1,73.28035
03/23/22 12:10:00  PM,2022-03-23 12:10:00 UTC,1010,day,26.683,4133.4,76.4679
03/23/22 12:20:00  PM,2022-03-23 12:20:00 UTC,1011,day,26.781,9644.5,178.42325
03/23/22 12:30:00  PM,2022-03-23 12:30:00 UTC,1012,day,26.781,10333.4,191.1679
03/23/22 12:40:00  PM,2022-03-23 12:40:00 UTC,1013,day,26.683,2238.9,41.41965
03/23/22 12:50:00  PM,2022-03-23 12:50:00 UTC,1014,day,26.683,3100,57.35
03/23/22 01:00:00  PM,2022-03-23 13:00:00 UTC,1015,day,26.683,2755.6,50.9786
03/23/22 01:10:00  PM,2022-03-23 13:10:00 UTC,1016,day,26.683,3272.2,60.5357
03/23/22 01:20:00  PM,2022-03-23 13:20:00 UTC,1017,day,26.683,2325,43.0125
03/23/22 01:30:00  PM,2022-03-23 13:30:00 UTC,1018,day,26.683,2583.4,47.7929
03/23/22 01:40:00  PM,2022-03-23 13:40:00 UTC,1019,day,26.683,2066.7,38.23395
03/23/22 01:50:00  PM,2022-03-23 13:50:00 UTC,1020,day,26.683,1636.1,30.26785
03/23/22 02:00:00  PM,2022-03-23 14:00:00 UTC,1021,day,26.683,1463.9,27.08215
03/23/22 02:10:00  PM,2022-03-23 14:10:00 UTC,1022,day,26.683,958,17.723
03/23/22 02:20:00  PM,2022-03-23 14:20:00 UTC,1023,day,26.683,861.1,15.93035
03/23/22 02:30:00  PM,2022-03-23 14:30:00 UTC,1024,day,26.683,419.8,7.7663
03/23/22 02:40:00  PM,2022-03-23 14:40:00 UTC,1025,day,26.683,172.2,3.1857
03/23/22 02:50:00  PM,2022-03-23 14:50:00 UTC,1026,day,26.585,107.6,1.9906
03/23/22 03:00:00  PM,2022-03-23 15:00:00 UTC,1027,day,26.585,183,3.3855
03/23/22 03:10:00  PM,2022-03-23 15:10:00 UTC,1028,day,26.585,150.7,2.78795
03/23/22 03:20:00  PM,2022-03-23 15:20:00 UTC,1029,day,26.585,322.9,5.97365
03/23/22 03:30:00  PM,2022-03-23 15:30:00 UTC,1030,day,26.585,441.3,8.16405
03/23/22 03:40:00  PM,2022-03-23 15:40:00 UTC,1031,day,26.585,419.8,7.7663
03/23/22 03:50:00  PM,2022-03-23 15:50:00 UTC,1032,day,26.585,355.2,6.5712
03/23/22 04:00:00  PM,2022-03-23 16:00:00 UTC,1033,day,26.585,613.5,11.34975
03/23/22 04:10:00  PM,2022-03-23 16:10:00 UTC,1034,day,26.585,398.3,7.36855
03/23/22 04:20:00  PM,2022-03-23 16:20:00 UTC,1035,day,26.585,355.2,6.5712
03/23/22 04:30:00  PM,2022-03-23 16:30:00 UTC,1036,day,26.585,366,6.771
03/23/22 04:40:00  PM,2022-03-23 16:40:00 UTC,1037,day,26.585,290.6,5.3761
03/23/22 04:50:00  PM,2022-03-23 16:50:00 UTC,1038,day,26.585,366,6.771
03/23/22 05:00:00  PM,2022-03-23 17:00:00 UTC,1039,day,26.585,193.8,3.5853
03/23/22 05:10:00  PM,2022-03-23 17:10:00 UTC,1040,day,26.585,75.3,1.39305
03/23/22 05:20:00  PM,2022-03-23 17:20:00 UTC,1041,day,26.585,64.6,1.1951
03/23/22 05:30:00  PM,2022-03-23 17:30:00 UTC,1042,day,26.585,53.8,0.9953
03/23/22 05:40:00  PM,2022-03-23 17:40:00 UTC,1043,day,26.488,32.3,0.59755
03/23/22 05:50:00  PM,2022-03-23 17:50:00 UTC,1044,day,26.488,32.3,0.59755
03/23/22 06:00:00  PM,2022-03-23 18:00:00 UTC,1045,night,26.488,21.5,0.39775
03/23/22 06:10:00  PM,2022-03-23 18:10:00 UTC,1046,night,26.488,0,0
03/23/22 06:20:00  PM,2022-03-23 18:20:00 UTC,1047,night,26.488,0,0
03/23/22 06:30:00  PM,2022-03-23 18:30:00 UTC,1048,night,26.488,0,0
03/23/22 06:40:00  PM,2022-03-23 18:40:00 UTC,1049,night,26.488,0,0
03/23/22 06:50:00  PM,2022-03-23 18:50:00 UTC,1050,night,26.488,0,0
03/23/22 07:00:00  PM,2022-03-23 19:00:00 UTC,1051,night,26.488,0,0
03/23/22 07:10:00  PM,2022-03-23 19:10:00 UTC,1052,night,26.39,0,0
03/23/22 07:20:00  PM,2022-03-23 19:20:00 UTC,1053,night,26.39,0,0
03/23/22 07:30:00  PM,2022-03-23 19:30:00 UTC,1054,night,26.39,0,0
03/23/22 07:40:00  PM,2022-03-23 19:40:00 UTC,1055,night,26.39,0,0
03/23/22 07:50:00  PM,2022-03-23 19:50:00 UTC,1056,night,26.39,0,0
03/23/22 08:00:00  PM,2022-03-23 20:00:00 UTC,1057,night,26.39,0,0
03/23/22 08:10:00  PM,2022-03-23 20:10:00 UTC,1058,night,26.39,0,0
03/23/22 08:20:00  PM,2022-03-23 20:20:00 UTC,1059,night,26.292,0,0
03/23/22 08:30:00  PM,2022-03-23 20:30:00 UTC,1060,night,26.292,0,0
03/23/22 08:40:00  PM,2022-03-23 20:40:00 UTC,1061,night,26.292,0,0
03/23/22 08:50:00  PM,2022-03-23 20:50:00 UTC,1062,night,26.292,0,0
03/23/22 09:00:00  PM,2022-03-23 21:00:00 UTC,1063,night,26.292,0,0
03/23/22 09:10:00  PM,2022-03-23 21:10:00 UTC,1064,night,26.292,0,0
03/23/22 09:20:00  PM,2022-03-23 21:20:00 UTC,1065,night,26.195,0,0
03/23/22 09:30:00  PM,2022-03-23 21:30:00 UTC,1066,night,26.195,0,0
03/23/22 09:40:00  PM,2022-03-23 21:40:00 UTC,1067,night,26.195,0,0
03/23/22 09:50:00  PM,2022-03-23 21:50:00 UTC,1068,night,26.195,0,0
03/23/22 10:00:00  PM,2022-03-23 22:00:00 UTC,1069,night,26.097,0,0
03/23/22 10:10:00  PM,2022-03-23 22:10:00 UTC,1070,night,26.097,0,0
03/23/22 10:20:00  PM,2022-03-23 22:20:00 UTC,1071,night,26.097,0,0
03/23/22 10:30:00  PM,2022-03-23 22:30:00 UTC,1072,night,26.097,0,0
03/23/22 10:40:00  PM,2022-03-23 22:40:00 UTC,1073,night,26.097,0,0
03/23/22 10:50:00  PM,2022-03-23 22:50:00 UTC,1074,night,26,0,0
03/23/22 11:00:00  PM,2022-03-23 23:00:00 UTC,1075,night,26,0,0
03/23/22 11:10:00  PM,2022-03-23 23:10:00 UTC,1076,night,26,0,0
03/23/22 11:20:00  PM,2022-03-23 23:20:00 UTC,1077,night,26,0,0
03/23/22 11:30:00  PM,2022-03-23 23:30:00 UTC,1078,night,26,0,0
03/23/22 11:40:00  PM,2022-03-23 23:40:00 UTC,1079,night,25.902,0,0
03/23/22 11:50:00  PM,2022-03-23 23:50:00 UTC,1080,night,25.902,0,0
03/24/22 12:00:00  AM,2022-03-24 00:00:00 UTC,1081,night,25.902,0,0
03/24/22 12:10:00  AM,2022-03-24 00:10:00 UTC,1082,night,25.902,0,0
03/24/22 12:20:00  AM,2022-03-24 00:20:00 UTC,1083,night,25.805,0,0
03/24/22 12:30:00  AM,2022-03-24 00:30:00 UTC,1084,night,25.805,0,0
03/24/22 12:40:00  AM,2022-03-24 00:40:00 UTC,1085,night,25.805,0,0
03/24/22 12:50:00  AM,2022-03-24 00:50:00 UTC,1086,night,25.805,0,0
03/24/22 01:00:00  AM,2022-03-24 01:00:00 UTC,1087,night,25.708,0,0
03/24/22 01:10:00  AM,2022-03-24 01:10:00 UTC,1088,night,25.708,0,0
03/24/22 01:20:00  AM,2022-03-24 01:20:00 UTC,1089,night,25.708,0,0
03/24/22 01:30:00  AM,2022-03-24 01:30:00 UTC,1090,night,25.708,0,0
03/24/22 01:40:00  AM,2022-03-24 01:40:00 UTC,1091,night,25.708,0,0
03/24/22 01:50:00  AM,2022-03-24 01:50:00 UTC,1092,night,25.61,0,0
03/24/22 02:00:00  AM,2022-03-24 02:00:00 UTC,1093,night,25.61,0,0
03/24/22 02:10:00  AM,2022-03-24 02:10:00 UTC,1094,night,25.61,0,0
03/24/22 02:20:00  AM,2022-03-24 02:20:00 UTC,1095,night,25.61,0,0
03/24/22 02:30:00  AM,2022-03-24 02:30:00 UTC,1096,night,25.513,0,0
03/24/22 02:40:00  AM,2022-03-24 02:40:00 UTC,1097,night,25.513,0,0
03/24/22 02:50:00  AM,2022-03-24 02:50:00 UTC,1098,night,25.513,0,0
03/24/22 03:00:00  AM,2022-03-24 03:00:00 UTC,1099,night,25.513,0,0
03/24/22 03:10:00  AM,2022-03-24 03:10:00 UTC,1100,night,25.513,0,0
03/24/22 03:20:00  AM,2022-03-24 03:20:00 UTC,1101,night,25.416,0,0
03/24/22 03:30:00  AM,2022-03-24 03:30:00 UTC,1102,night,25.416,0,0
03/24/22 03:40:00  AM,2022-03-24 03:40:00 UTC,1103,night,25.416,0,0
03/24/22 03:50:00  AM,2022-03-24 03:50:00 UTC,1104,night,25.416,0,0
03/24/22 04:00:00  AM,2022-03-24 04:00:00 UTC,1105,night,25.416,0,0
03/24/22 04:10:00  AM,2022-03-24 04:10:00 UTC,1106,night,25.319,0,0
03/24/22 04:20:00  AM,2022-03-24 04:20:00 UTC,1107,night,25.319,0,0
03/24/22 04:30:00  AM,2022-03-24 04:30:00 UTC,1108,night,25.319,0,0
03/24/22 04:40:00  AM,2022-03-24 04:40:00 UTC,1109,night,25.319,0,0
03/24/22 04:50:00  AM,2022-03-24 04:50:00 UTC,1110,night,25.319,0,0
03/24/22 05:00:00  AM,2022-03-24 05:00:00 UTC,1111,night,25.222,0,0
03/24/22 05:10:00  AM,2022-03-24 05:10:00 UTC,1112,night,25.222,0,0
03/24/22 05:20:00  AM,2022-03-24 05:20:00 UTC,1113,night,25.222,0,0
03/24/22 05:30:00  AM,2022-03-24 05:30:00 UTC,1114,night,25.222,0,0
03/24/22 05:40:00  AM,2022-03-24 05:40:00 UTC,1115,night,25.222,0,0
03/24/22 05:50:00  AM,2022-03-24 05:50:00 UTC,1116,night,25.222,0,0
03/24/22 06:00:00  AM,2022-03-24 06:00:00 UTC,1117,day,25.125,0,0
03/24/22 06:10:00  AM,2022-03-24 06:10:00 UTC,1118,day,25.125,0,0
03/24/22 06:20:00  AM,2022-03-24 06:20:00 UTC,1119,day,25.125,10.8,0.1998
03/24/22 06:30:00  AM,2022-03-24 06:30:00 UTC,1120,day,25.125,53.8,0.9953
03/24/22 06:40:00  AM,2022-03-24 06:40:00 UTC,1121,day,25.125,86.1,1.59285
03/24/22 06:50:00  AM,2022-03-24 06:50:00 UTC,1122,day,25.028,129.2,2.3902
03/24/22 07:00:00  AM,2022-03-24 07:00:00 UTC,1123,day,25.028,193.8,3.5853
03/24/22 07:10:00  AM,2022-03-24 07:10:00 UTC,1124,day,25.028,301.4,5.5759
03/24/22 07:20:00  AM,2022-03-24 07:20:00 UTC,1125,day,25.028,172.2,3.1857
03/24/22 07:30:00  AM,2022-03-24 07:30:00 UTC,1126,day,25.028,247.6,4.5806
03/24/22 07:40:00  AM,2022-03-24 07:40:00 UTC,1127,day,24.931,387.5,7.16875
03/24/22 07:50:00  AM,2022-03-24 07:50:00 UTC,1128,day,24.931,333.7,6.17345
03/24/22 08:00:00  AM,2022-03-24 08:00:00 UTC,1129,day,24.931,409,7.5665
03/24/22 08:10:00  AM,2022-03-24 08:10:00 UTC,1130,day,24.931,688.9,12.74465
03/24/22 08:20:00  AM,2022-03-24 08:20:00 UTC,1131,day,24.931,656.6,12.1471
03/24/22 08:30:00  AM,2022-03-24 08:30:00 UTC,1132,day,24.931,635.1,11.74935
03/24/22 08:40:00  AM,2022-03-24 08:40:00 UTC,1133,day,24.931,925.7,17.12545
03/24/22 08:50:00  AM,2022-03-24 08:50:00 UTC,1134,day,24.931,1270.1,23.49685
03/24/22 09:00:00  AM,2022-03-24 09:00:00 UTC,1135,day,24.931,1463.9,27.08215
03/24/22 09:10:00  AM,2022-03-24 09:10:00 UTC,1136,day,24.931,2066.7,38.23395
03/24/22 09:20:00  AM,2022-03-24 09:20:00 UTC,1137,day,24.931,1722.2,31.8607
03/24/22 09:30:00  AM,2022-03-24 09:30:00 UTC,1138,day,24.931,1194.8,22.1038
03/24/22 09:40:00  AM,2022-03-24 09:40:00 UTC,1139,day,24.835,1636.1,30.26785
03/24/22 09:50:00  AM,2022-03-24 09:50:00 UTC,1140,day,24.835,1377.8,25.4893
03/24/22 10:00:00  AM,2022-03-24 10:00:00 UTC,1141,day,24.835,1044.1,19.31585
03/24/22 10:10:00  AM,2022-03-24 10:10:00 UTC,1142,day,24.835,1194.8,22.1038
03/24/22 10:20:00  AM,2022-03-24 10:20:00 UTC,1143,day,24.835,1173.3,21.70605
03/24/22 10:30:00  AM,2022-03-24 10:30:00 UTC,1144,day,24.835,1194.8,22.1038
03/24/22 10:40:00  AM,2022-03-24 10:40:00 UTC,1145,day,24.835,1302.4,24.0944
03/24/22 10:50:00  AM,2022-03-24 10:50:00 UTC,1146,day,24.835,1377.8,25.4893
03/24/22 11:00:00  AM,2022-03-24 11:00:00 UTC,1147,day,24.835,1463.9,27.08215
03/24/22 11:10:00  AM,2022-03-24 11:10:00 UTC,1148,day,24.835,1345.5,24.89175
03/24/22 11:20:00  AM,2022-03-24 11:20:00 UTC,1149,day,24.835,1151.7,21.30645
03/24/22 11:30:00  AM,2022-03-24 11:30:00 UTC,1150,day,24.835,764.2,14.1377
03/24/22 11:40:00  AM,2022-03-24 11:40:00 UTC,1151,day,24.835,1119.5,20.71075
03/24/22 11:50:00  AM,2022-03-24 11:50:00 UTC,1152,day,24.835,775,14.3375
03/24/22 12:00:00  PM,2022-03-24 12:00:00 UTC,1153,day,24.835,1065.6,19.7136
03/24/22 12:10:00  PM,2022-03-24 12:10:00 UTC,1154,day,24.738,990.3,18.32055
03/24/22 12:20:00  PM,2022-03-24 12:20:00 UTC,1155,day,24.738,947.2,17.5232
03/24/22 12:30:00  PM,2022-03-24 12:30:00 UTC,1156,day,24.738,990.3,18.32055
03/24/22 12:40:00  PM,2022-03-24 12:40:00 UTC,1157,day,24.738,1377.8,25.4893
03/24/22 12:50:00  PM,2022-03-24 12:50:00 UTC,1158,day,24.835,1980.6,36.6411
03/24/22 01:00:00  PM,2022-03-24 13:00:00 UTC,1159,day,24.738,1894.5,35.04825
03/24/22 01:10:00  PM,2022-03-24 13:10:00 UTC,1160,day,24.738,1216.3,22.50155
03/24/22 01:20:00  PM,2022-03-24 13:20:00 UTC,1161,day,24.738,1119.5,20.71075
03/24/22 01:30:00  PM,2022-03-24 13:30:00 UTC,1162,day,24.738,958,17.723
03/24/22 01:40:00  PM,2022-03-24 13:40:00 UTC,1163,day,24.738,1463.9,27.08215
03/24/22 01:50:00  PM,2022-03-24 13:50:00 UTC,1164,day,24.738,1291.7,23.89645
03/24/22 02:00:00  PM,2022-03-24 14:00:00 UTC,1165,day,24.738,893.4,16.5279
03/24/22 02:10:00  PM,2022-03-24 14:10:00 UTC,1166,day,24.738,753.5,13.93975
03/24/22 02:20:00  PM,2022-03-24 14:20:00 UTC,1167,day,24.738,968.8,17.9228
03/24/22 02:30:00  PM,2022-03-24 14:30:00 UTC,1168,day,24.738,904.2,16.7277
03/24/22 02:40:00  PM,2022-03-24 14:40:00 UTC,1169,day,24.738,958,17.723
03/24/22 02:50:00  PM,2022-03-24 14:50:00 UTC,1170,day,24.738,904.2,16.7277
03/24/22 03:00:00  PM,2022-03-24 15:00:00 UTC,1171,day,24.738,904.2,16.7277
03/24/22 03:10:00  PM,2022-03-24 15:10:00 UTC,1172,day,24.738,1076.4,19.9134
03/24/22 03:20:00  PM,2022-03-24 15:20:00 UTC,1173,day,24.738,1356.3,25.09155
03/24/22 03:30:00  PM,2022-03-24 15:30:00 UTC,1174,day,24.738,1194.8,22.1038
03/24/22 03:40:00  PM,2022-03-24 15:40:00 UTC,1175,day,24.738,1054.9,19.51565
03/24/22 03:50:00  PM,2022-03-24 15:50:00 UTC,1176,day,24.738,796.5,14.73525
03/24/22 04:00:00  PM,2022-03-24 16:00:00 UTC,1177,day,24.738,656.6,12.1471
03/24/22 04:10:00  PM,2022-03-24 16:10:00 UTC,1178,day,24.738,527.4,9.7569
03/24/22 04:20:00  PM,2022-03-24 16:20:00 UTC,1179,day,24.738,484.4,8.9614
03/24/22 04:30:00  PM,2022-03-24 16:30:00 UTC,1180,day,24.738,376.7,6.96895
03/24/22 04:40:00  PM,2022-03-24 16:40:00 UTC,1181,day,24.641,312.2,5.7757
03/24/22 04:50:00  PM,2022-03-24 16:50:00 UTC,1182,day,24.641,387.5,7.16875
03/24/22 05:00:00  PM,2022-03-24 17:00:00 UTC,1183,day,24.641,419.8,7.7663
