site,plot_id,plot,genet_id,size,timepoint,change,status
Inlet,IT3,IT_1,2,58.07,spring_2022,NA,NA
Inlet,IT3,IT_1,6,38.78,spring_2022,NA,NA
Inlet,IT3,IT_1,7,47.48,spring_2022,NA,NA
Inlet,IT3,IT_1,8,41.91,spring_2022,NA,NA
Inlet,IT3,IT_1,9,44.25,spring_2022,NA,NA
Inlet,IT3,IT_1,10,20.64,spring_2022,NA,NA
Inlet,IT3,IT_1,11,17.19,spring_2022,NA,NA
Inlet,IT3,IT_1,28,57.97,spring_2022,NA,NA
Inlet,IT3,IT_1,29,210.74,spring_2022,NA,NA
Inlet,IT3,IT_1,33,11.79,spring_2022,NA,NA
Inlet,IT3,IT_1,43,22.93,spring_2022,NA,NA
Inlet,IT3,IT_1,44,18.07,spring_2022,NA,NA
Inlet,IT3,IT_1,46,4.97,spring_2022,NA,NA
Inlet,IT3,IT_1,50,69.92,spring_2022,NA,NA
Inlet,IT3,IT_1,55,74.99,spring_2022,NA,NA
Inlet,IT3,IT_1,48,66.69,spring_2022,NA,NA
Inlet,IT3,IT_1,34,9.26,spring_2022,NA,NA
Inlet,IT3,IT_1,45,88.89,spring_2022,NA,NA
Inlet,IT3,IT_1,47,23.64,spring_2022,NA,NA
Inlet,IT3,IT_1,49,75.8,spring_2022,NA,NA
Haikou,HK1,HK_1,0,44.58,spring_2022,NA,NA
Haikou,HK1,HK_1,1,19.05,spring_2022,NA,NA
Haikou,HK1,HK_1,3,16.95,spring_2022,NA,NA
Haikou,HK1,HK_1,4,16.02,spring_2022,NA,NA
Haikou,HK1,HK_1,5,28.07,spring_2022,NA,NA
Haikou,HK1,HK_1,6,15.98,spring_2022,NA,NA
Haikou,HK1,HK_1,7,17.18,spring_2022,NA,NA
Haikou,HK1,HK_1,8,46.12,spring_2022,NA,NA
Haikou,HK1,HK_1,10,6.26,spring_2022,NA,NA
Haikou,HK1,HK_1,11,14.05,spring_2022,NA,NA
Haikou,HK1,HK_1,12,4.44,spring_2022,NA,NA
Haikou,HK1,HK_1,13,26.49,spring_2022,NA,NA
Haikou,HK1,HK_1,14,19.63,spring_2022,NA,NA
Haikou,HK1,HK_1,15,5.78,spring_2022,NA,NA
Haikou,HK1,HK_1,16,18.18,spring_2022,NA,NA
Haikou,HK1,HK_1,17,3.65,spring_2022,NA,NA
Haikou,HK2,HK_2,0,20.51,spring_2022,NA,NA
Haikou,HK2,HK_2,2,33.25,spring_2022,NA,NA
Haikou,HK2,HK_2,3,11.6,spring_2022,NA,NA
Haikou,HK2,HK_2,5,29.34,spring_2022,NA,NA
Haikou,HK2,HK_2,6,18.49,spring_2022,NA,NA
Haikou,HK2,HK_2,11,18.33,spring_2022,NA,NA
Haikou,HK2,HK_2,13,22.73,spring_2022,NA,NA
Haikou,HK2,HK_2,15,26.35,spring_2022,NA,NA
Haikou,HK2,HK_2,17,27.79,spring_2022,NA,NA
Haikou,HK2,HK_2,19,25.17,spring_2022,NA,NA
Haikou,HK2,HK_2,20,12.27,spring_2022,NA,NA
Haikou,HK2,HK_2,22,9.57,spring_2022,NA,NA
Haikou,HK2,HK_2,23,20,spring_2022,NA,NA
Haikou,HK2,HK_2,24,8.39,spring_2022,NA,NA
Haikou,HK2,HK_2,27,15.16,spring_2022,NA,NA
Haikou,HK2,HK_2,29,20.79,spring_2022,NA,NA
Haikou,HK2,HK_2,39,19.18,spring_2022,NA,NA
Haikou,HK2,HK_2,45,12.38,spring_2022,NA,NA
Haikou,HK2,HK_2,49,17.17,spring_2022,NA,NA
Haikou,HK2,HK_2,50,18.7,spring_2022,NA,NA
Haikou,HK2,HK_2,52,21.83,spring_2022,NA,NA
Haikou,HK2,HK_2,53,11.37,spring_2022,NA,NA
Haikou,HK2,HK_2,54,17.04,spring_2022,NA,NA
Haikou,HK2,HK_2,56,30.75,spring_2022,NA,NA
Haikou,HK2,HK_2,57,33.17,spring_2022,NA,NA
Haikou,HK2,HK_2,58,28.62,spring_2022,NA,NA
Haikou,HK2,HK_2,59,28.36,spring_2022,NA,NA
Haikou,HK2,HK_2,60,41.05,spring_2022,NA,NA
Haikou,HK2,HK_2,62,4.92,spring_2022,NA,NA
Haikou,HK2,HK_2,64,55.49,spring_2022,NA,NA
Haikou,HK2,HK_2,67,38.85,spring_2022,NA,NA
Haikou,HK2,HK_2,68,2.75,spring_2022,NA,NA
Haikou,HK2,HK_2,70,25.47,spring_2022,NA,NA
Haikou,HK2,HK_2,71,38.15,spring_2022,NA,NA
Haikou,HK2,HK_2,74,43.28,spring_2022,NA,NA
Haikou,HK2,HK_2,75,21.32,spring_2022,NA,NA
Haikou,HK2,HK_2,76,17.62,spring_2022,NA,NA
Haikou,HK2,HK_2,77,14.67,spring_2022,NA,NA
Haikou,HK2,HK_2,78,14.93,spring_2022,NA,NA
Haikou,HK2,HK_2,80,39.12,spring_2022,NA,NA
Haikou,HK2,HK_2,82,6.89,spring_2022,NA,NA
Haikou,HK2,HK_2,86,11.65,spring_2022,NA,NA
Haikou,HK2,HK_2,88,43.35,spring_2022,NA,NA
Haikou,HK2,HK_2,90,17.02,spring_2022,NA,NA
Haikou,HK2,HK_2,94,22.57,spring_2022,NA,NA
Haikou,HK2,HK_2,99,16.07,spring_2022,NA,NA
Haikou,HK2,HK_2,100,21.96,spring_2022,NA,NA
Haikou,HK2,HK_2,102,37.61,spring_2022,NA,NA
Haikou,HK2,HK_2,103,20.52,spring_2022,NA,NA
Haikou,HK2,HK_2,104,21.76,spring_2022,NA,NA
Haikou,HK2,HK_2,105,12.52,spring_2022,NA,NA
Haikou,HK2,HK_2,106,41.55,spring_2022,NA,NA
Haikou,HK2,HK_2,108,17.93,spring_2022,NA,NA
Haikou,HK2,HK_2,109,38.53,spring_2022,NA,NA
Haikou,HK2,HK_2,10,22.4,spring_2022,NA,NA
Haikou,HK2,HK_2,26,25.24,spring_2022,NA,NA
Haikou,HK2,HK_2,61,14.5,spring_2022,NA,NA
Haikou,HK2,HK_2,84,41.61,spring_2022,NA,NA
Haikou,HK2,HK_2,92,13.74,spring_2022,NA,NA
Haikou,HK2,HK_2,95,19.25,spring_2022,NA,NA
Haikou,HK2,HK_2,96,19.24,spring_2022,NA,NA
Haikou,HK2,HK_2,97,16.67,spring_2022,NA,NA
Haikou,HK2,HK_2,98,5.66,spring_2022,NA,NA
Haikou,HK2,HK_2,101,15.35,spring_2022,NA,NA
Haikou,HK2,HK_2,107,37.19,spring_2022,NA,NA
Haikou,HK2,HK_2,25,51.18,spring_2022,NA,NA
Haikou,HK2,HK_2,30,49.14,spring_2022,NA,NA
Haikou,HK2,HK_2,35,21.88,spring_2022,NA,NA
Haikou,HK2,HK_2,51,47.44,spring_2022,NA,NA
Haikou,HK2,HK_2,55,17.31,spring_2022,NA,NA
Haikou,HK2,HK_2,63,32.46,spring_2022,NA,NA
Haikou,HK2,HK_2,72,14.76,spring_2022,NA,NA
Haikou,HK2,HK_2,83,31.98,spring_2022,NA,NA
Haikou,HK2,HK_2,85,21.67,spring_2022,NA,NA
Haikou,HK3,HK_3,4,36.49,spring_2022,NA,NA
Haikou,HK3,HK_3,6,13.62,spring_2022,NA,NA
Haikou,HK3,HK_3,10,6.55,spring_2022,NA,NA
Haikou,HK3,HK_3,12,16.97,spring_2022,NA,NA
Haikou,HK3,HK_3,19,5.36,spring_2022,NA,NA
Haikou,HK3,HK_3,24,20.4,spring_2022,NA,NA
Haikou,HK3,HK_3,25,4.95,spring_2022,NA,NA
Haikou,HK3,HK_3,26,49.21,spring_2022,NA,NA
Haikou,HK3,HK_3,27,11.47,spring_2022,NA,NA
Haikou,HK3,HK_3,29,33.32,spring_2022,NA,NA
Haikou,HK3,HK_3,30,42.32,spring_2022,NA,NA
Haikou,HK3,HK_3,33,3.83,spring_2022,NA,NA
Haikou,HK3,HK_3,34,12.25,spring_2022,NA,NA
Haikou,HK3,HK_3,36,10.11,spring_2022,NA,NA
Haikou,HK3,HK_3,35,10.15,spring_2022,NA,NA
Haikou,HK3,HK_3,35,10.15,spring_2022,NA,NA
Haikou,HK3,HK_3,31,62.49,spring_2022,NA,NA
Haikou,HK3,HK_3,13,8.71,spring_2022,NA,NA
Outlet,OT1,OT_5,0,21.63,fall_2022,2.15,grew
Outlet,OT1,OT_5,10,75.8,fall_2022,19.95,grew
Outlet,OT1,OT_5,12,47.71,fall_2022,15.42,grew
Outlet,OT1,OT_5,13,29.85,fall_2022,11.83,grew
Outlet,OT1,OT_5,14,40.61,fall_2022,18.28,grew
Outlet,OT1,OT_5,18,95.64,fall_2022,5.52,grew
Outlet,OT1,OT_5,23,90.59,fall_2022,7.27,grew
Outlet,OT1,OT_5,25,66.61,fall_2022,15.36,grew
Outlet,OT1,OT_5,26,51.68,fall_2022,8.25,grew
Outlet,OT1,OT_5,28,78.6,fall_2022,13.3,grew
Outlet,OT1,OT_5,29,48.93,fall_2022,3.94,grew
Outlet,OT1,OT_5,32,31.47,fall_2022,2.83,grew
Outlet,OT1,OT_5,33,96.44,fall_2022,15.12,grew
Outlet,OT1,OT_5,34,67.4,fall_2022,9.25,grew
Outlet,OT1,OT_5,52,25.43,fall_2022,10.29,grew
Outlet,OT1,OT_5,54,86.8,fall_2022,9.6,grew
Outlet,OT1,OT_5,55,77.31,fall_2022,7.96,grew
Outlet,OT1,OT_5,57,74.44,fall_2022,11.82,grew
Outlet,OT1,OT_5,58,57,fall_2022,13.83,grew
Outlet,OT1,OT_5,59,65.92,fall_2022,14.83,grew
Outlet,OT1,OT_5,61,69.62,fall_2022,4.13,grew
Outlet,OT1,OT_5,62,221.29,fall_2022,22.34,grew
Outlet,OT1,OT_5,69,61.06,fall_2022,15.04,grew
Outlet,OT1,OT_5,70,74.28,fall_2022,17.72,grew
Outlet,OT1,OT_5,71,15.6,fall_2022,4.16,grew
Outlet,OT1,OT_5,73,8.97,fall_2022,1.07,grew
Outlet,OT1,OT_5,74,19.4,fall_2022,1.84,grew
Outlet,OT1,OT_5,16,194.57,fall_2022,-3.79,shrank
Outlet,OT1,OT_5,24,108.84,fall_2022,-4.71,shrank
Outlet,OT1,OT_5,27,101.82,fall_2022,-2.56,shrank
Outlet,OT1,OT_5,43,167.97,fall_2022,7.73,grew
Outlet,OT1,OT_5,51,112.09,fall_2022,-4.01,shrank
Outlet,OT1,OT_5,53,106.86,fall_2022,3.08,grew
Outlet,OT1,OT_5,1,20.79,fall_2022,-19.58,shrank
Outlet,OT1,OT_5,11,15.18,fall_2022,-2.79,shrank
Outlet,OT1,OT_5,17,6.38,fall_2022,-4.17,shrank
Outlet,OT1,OT_5,30,58.46,fall_2022,-3.25,shrank
Outlet,OT1,OT_5,31,123.79,fall_2022,-25.63,shrank
Outlet,OT1,OT_5,60,36.03,fall_2022,-6.73,shrank
Outlet,OT1,OT_5,63,59.98,fall_2022,-8.81,shrank
Outlet,OT1,OT_5,64,19.93,fall_2022,-2.54,shrank
Outlet,OT1,OT_5,72,69.1,fall_2022,-8.87,shrank
Outlet,OT2,OT_4,1,34.9,fall_2022,12.8,grew
Outlet,OT2,OT_4,4,33.89,fall_2022,15.74,grew
Outlet,OT2,OT_4,7,87,fall_2022,16.99,grew
Outlet,OT2,OT_4,8,112.04,fall_2022,14.94,grew
Outlet,OT2,OT_4,9,54.13,fall_2022,31.69,grew
Outlet,OT2,OT_4,11,47.25,fall_2022,10.11,grew
Outlet,OT2,OT_4,13,48.19,fall_2022,13.46,grew
Outlet,OT2,OT_4,15,15.6,fall_2022,6.77,grew
Outlet,OT2,OT_4,16,19.19,fall_2022,4,grew
Outlet,OT2,OT_4,18,111.07,fall_2022,7.9,grew
Outlet,OT2,OT_4,19,177.77,fall_2022,24.6,grew
Outlet,OT2,OT_4,20,45.2,fall_2022,11.77,grew
Outlet,OT2,OT_4,27,49.35,fall_2022,8.15,grew
Outlet,OT2,OT_4,28,26.6,fall_2022,9.12,grew
Outlet,OT2,OT_4,29,126.73,fall_2022,57.7,grew
Outlet,OT2,OT_4,31,197.36,fall_2022,29.57,grew
Outlet,OT2,OT_4,32,71.22,fall_2022,21.12,grew
Outlet,OT2,OT_4,35,18.14,fall_2022,4.57,grew
Outlet,OT2,OT_4,36,29.83,fall_2022,8.98,grew
Outlet,OT2,OT_4,38,79.1,fall_2022,4.76,grew
Outlet,OT2,OT_4,39,89.03,fall_2022,37.63,grew
Outlet,OT2,OT_4,41,108.65,fall_2022,19.41,grew
Outlet,OT2,OT_4,42,103.86,fall_2022,30.61,grew
Outlet,OT2,OT_4,45,29.83,fall_2022,1.57,grew
Outlet,OT2,OT_4,46,30,fall_2022,15.15,grew
Outlet,OT2,OT_4,47,38.45,fall_2022,19.83,grew
Outlet,OT2,OT_4,48,42.34,fall_2022,17.13,grew
Outlet,OT2,OT_4,50,27.21,fall_2022,9.75,grew
Outlet,OT2,OT_4,52,131.42,fall_2022,49.45,grew
Outlet,OT2,OT_4,56,214.72,fall_2022,27.2,grew
Outlet,OT2,OT_4,57,57,fall_2022,9.28,grew
Outlet,OT2,OT_4,60,14.77,fall_2022,3.72,grew
Outlet,OT2,OT_4,62,41.67,fall_2022,10.07,grew
Outlet,OT2,OT_4,64,104.35,fall_2022,21.11,grew
Outlet,OT2,OT_4,66,159.57,fall_2022,24.54,grew
Outlet,OT2,OT_4,67,72.2,fall_2022,6.87,grew
Outlet,OT2,OT_4,68,24.26,fall_2022,10.35,grew
Outlet,OT2,OT_4,69,51.51,fall_2022,12.29,grew
Outlet,OT2,OT_4,71,18.43,fall_2022,9.79,grew
Outlet,OT2,OT_4,72,11.17,fall_2022,4.32,grew
Outlet,OT2,OT_4,74,191.09,fall_2022,19.85,grew
Outlet,OT2,OT_4,75,26.58,fall_2022,19.96,grew
Outlet,OT2,OT_4,78,81.27,fall_2022,7.5,grew
Outlet,OT2,OT_4,79,65.17,fall_2022,19.82,grew
Outlet,OT2,OT_4,81,72.97,fall_2022,19.33,grew
Outlet,OT2,OT_4,82,48.05,fall_2022,19.52,grew
Outlet,OT2,OT_4,86,72.76,fall_2022,11.81,grew
Outlet,OT2,OT_4,87,36.56,fall_2022,2.83,grew
Outlet,OT2,OT_4,89,70.82,fall_2022,9.94,grew
Outlet,OT2,OT_4,94,50.22,fall_2022,11.76,grew
Outlet,OT2,OT_4,95,151.77,fall_2022,23.67,grew
Outlet,OT2,OT_4,96,34.3,fall_2022,10.75,grew
Outlet,OT2,OT_4,98,73.15,fall_2022,10,grew
Outlet,OT2,OT_4,102,114.84,fall_2022,15.55,grew
Outlet,OT2,OT_4,103,54.5,fall_2022,19.68,grew
Outlet,OT2,OT_4,104,42.75,fall_2022,17.19,grew
Outlet,OT2,OT_4,106,36.39,fall_2022,1.81,grew
Outlet,OT2,OT_4,107,60.12,fall_2022,2.89,grew
Outlet,OT2,OT_4,109,76.74,fall_2022,15.01,grew
Outlet,OT2,OT_4,110,147.7,fall_2022,47.76,grew
Outlet,OT2,OT_4,111,111.14,fall_2022,16.64,grew
Outlet,OT2,OT_4,112,72.88,fall_2022,19.31,grew
Outlet,OT2,OT_4,113,71.06,fall_2022,17.55,grew
Outlet,OT2,OT_4,115,26.1,fall_2022,10.75,grew
Outlet,OT2,OT_4,117,87.95,fall_2022,26.53,grew
Outlet,OT2,OT_4,118,79.89,fall_2022,13.17,grew
Outlet,OT2,OT_4,119,33.95,fall_2022,14.16,grew
Outlet,OT2,OT_4,120,83.83,fall_2022,12.12,grew
Outlet,OT2,OT_4,125,110.34,fall_2022,19.21,grew
Outlet,OT2,OT_4,128,128.69,fall_2022,31.6,grew
Outlet,OT2,OT_4,129,208.02,fall_2022,40.15,grew
Outlet,OT2,OT_4,130,31.85,fall_2022,13.95,grew
Outlet,OT2,OT_4,131,36.5,fall_2022,4.98,grew
Outlet,OT2,OT_4,137,39.59,fall_2022,19.81,grew
Outlet,OT2,OT_4,139,94.28,fall_2022,23.69,grew
Outlet,OT2,OT_4,140,159.16,fall_2022,22.77,grew
Outlet,OT2,OT_4,142,71.24,fall_2022,12.65,grew
Outlet,OT2,OT_4,146,113.04,fall_2022,8.47,grew
Outlet,OT2,OT_4,147,102.94,fall_2022,28.82,grew
Outlet,OT2,OT_4,151,62.37,fall_2022,23.72,grew
Outlet,OT2,OT_4,152,40.42,fall_2022,6.6,grew
Outlet,OT2,OT_4,153,62.9,fall_2022,16.96,grew
Outlet,OT2,OT_4,154,43.04,fall_2022,11.87,grew
Outlet,OT2,OT_4,157,24.54,fall_2022,2.44,grew
Outlet,OT2,OT_4,161,63.39,fall_2022,28.32,grew
Outlet,OT2,OT_4,162,33.32,fall_2022,20.03,grew
Outlet,OT2,OT_4,163,49.23,fall_2022,8.74,grew
Outlet,OT2,OT_4,164,169.8,fall_2022,44.67,grew
Outlet,OT2,OT_4,165,191.5,fall_2022,9.77,grew
Outlet,OT2,OT_4,166,341.5,fall_2022,42.2,grew
Outlet,OT2,OT_4,167,182.29,fall_2022,35.31,grew
Outlet,OT2,OT_4,168,88.13,fall_2022,10.98,grew
Outlet,OT2,OT_4,170,61.94,fall_2022,3.66,grew
Outlet,OT2,OT_4,172,55.37,fall_2022,8.74,grew
Outlet,OT2,OT_4,173,32.01,fall_2022,5.79,grew
Outlet,OT2,OT_4,174,12.46,fall_2022,5.84,grew
Outlet,OT2,OT_4,175,7.25,fall_2022,0.4,grew
Outlet,OT2,OT_4,177,92.08,fall_2022,18.96,grew
Outlet,OT2,OT_4,181,211.97,fall_2022,19.42,grew
Outlet,OT2,OT_4,183,125.4,fall_2022,30.21,grew
Outlet,OT2,OT_4,185,119.74,fall_2022,9.78,grew
Outlet,OT2,OT_4,186,76.54,fall_2022,18.54,grew
Outlet,OT2,OT_4,187,97.21,fall_2022,34.67,grew
Outlet,OT2,OT_4,189,11.55,fall_2022,3.83,grew
Outlet,OT2,OT_4,191,111.08,fall_2022,9.95,grew
Outlet,OT2,OT_4,193,141.4,fall_2022,74.8,grew
Outlet,OT2,OT_4,194,126.25,fall_2022,12.84,grew
Outlet,OT2,OT_4,195,80.6,fall_2022,5.55,grew
Outlet,OT2,OT_4,196,37.01,fall_2022,7,grew
Outlet,OT2,OT_4,197,65.61,fall_2022,8.74,grew
Outlet,OT2,OT_4,199,112.27,fall_2022,12.22,grew
Outlet,OT2,OT_4,202,28.07,fall_2022,9.88,grew
Outlet,OT2,OT_4,204,21.46,fall_2022,6.31,grew
Outlet,OT2,OT_4,205,70.53,fall_2022,27.9,grew
Outlet,OT2,OT_4,206,123.63,fall_2022,14.08,grew
Outlet,OT2,OT_4,207,32.98,fall_2022,15.11,grew
Outlet,OT2,OT_4,209,48.28,fall_2022,4.55,grew
Outlet,OT2,OT_4,211,26.24,fall_2022,8.36,grew
Outlet,OT2,OT_4,212,29.89,fall_2022,8.4,grew
Outlet,OT2,OT_4,213,104.4,fall_2022,16.36,grew
Outlet,OT2,OT_4,214,35.56,fall_2022,12.36,grew
Outlet,OT2,OT_4,216,16.75,fall_2022,6.52,grew
Outlet,OT2,OT_4,0,128.33,fall_2022,-26.46,shrank
Outlet,OT2,OT_4,0,12.3,fall_2022,-142.49,shrank
Outlet,OT2,OT_4,169,272.91,fall_2022,-92.81,shrank
Outlet,OT2,OT_4,169,27.91,fall_2022,-337.81,shrank
Outlet,OT2,OT_4,215,18.03,fall_2022,14.46,grew
Outlet,OT2,OT_4,215,6.68,fall_2022,3.11,grew
Outlet,OT2,OT_4,215,1.93,fall_2022,-1.64,shrank
Outlet,OT2,OT_4,2,87.06,fall_2022,3.42,grew
Outlet,OT2,OT_4,37,98.97,fall_2022,1.73,grew
Outlet,OT2,OT_4,44,40.27,fall_2022,0.03,grew
Outlet,OT2,OT_4,49,121.31,fall_2022,0.95,grew
Outlet,OT2,OT_4,70,66.88,fall_2022,2.98,grew
Outlet,OT2,OT_4,76,94.56,fall_2022,4.1,grew
Outlet,OT2,OT_4,90,87.82,fall_2022,1.99,grew
Outlet,OT2,OT_4,97,145.87,fall_2022,0.86,grew
Outlet,OT2,OT_4,134,167.86,fall_2022,-6.39,shrank
Outlet,OT2,OT_4,143,24.16,fall_2022,0.73,grew
Outlet,OT2,OT_4,144,54.8,fall_2022,-2.66,shrank
Outlet,OT2,OT_4,148,68.52,fall_2022,-3.05,shrank
Outlet,OT2,OT_4,149,99.07,fall_2022,2.51,grew
Outlet,OT2,OT_4,150,10.47,fall_2022,0.03,grew
Outlet,OT2,OT_4,159,128.27,fall_2022,3.14,grew
Outlet,OT2,OT_4,171,79.7,fall_2022,2.76,grew
Outlet,OT2,OT_4,190,58.59,fall_2022,-0.05,shrank
Outlet,OT2,OT_4,201,61.4,fall_2022,0.82,grew
Outlet,OT2,OT_4,208,51.95,fall_2022,1.42,grew
Outlet,OT2,OT_4,210,82.65,fall_2022,0.55,grew
Outlet,OT2,OT_4,5,33.15,fall_2022,-2.95,shrank
Outlet,OT2,OT_4,10,53.51,fall_2022,-6.68,shrank
Outlet,OT2,OT_4,23,13.61,fall_2022,-5.64,shrank
Outlet,OT2,OT_4,26,34.44,fall_2022,-12.49,shrank
Outlet,OT2,OT_4,43,41.02,fall_2022,-3.95,shrank
Outlet,OT2,OT_4,58,83.07,fall_2022,-60.41,shrank
Outlet,OT2,OT_4,59,52.21,fall_2022,-11.33,shrank
Outlet,OT2,OT_4,63,25.17,fall_2022,-211.28,shrank
Outlet,OT2,OT_4,63,56.55,fall_2022,-179.9,shrank
Outlet,OT2,OT_4,80,90.43,fall_2022,-9.96,shrank
Outlet,OT2,OT_4,85,59.86,fall_2022,-125.89,shrank
Outlet,OT2,OT_4,88,39.74,fall_2022,-10.63,shrank
Outlet,OT2,OT_4,93,75.45,fall_2022,-10.04,shrank
Outlet,OT2,OT_4,105,53.05,fall_2022,-5.74,shrank
Outlet,OT2,OT_4,108,43.62,fall_2022,-3.58,shrank
Outlet,OT2,OT_4,116,74.29,fall_2022,-6.4,shrank
Outlet,OT2,OT_4,122,56.87,fall_2022,-14.71,shrank
Outlet,OT2,OT_4,124,121.3,fall_2022,-26.56,shrank
Outlet,OT2,OT_4,126,47.4,fall_2022,-11.23,shrank
Outlet,OT2,OT_4,127,23.26,fall_2022,-7.88,shrank
Outlet,OT2,OT_4,136,38.26,fall_2022,-11.64,shrank
Outlet,OT2,OT_4,138,127.42,fall_2022,-10.96,shrank
Outlet,OT2,OT_4,141,125.39,fall_2022,-9.69,shrank
Outlet,OT2,OT_4,145,66.39,fall_2022,-15.79,shrank
Outlet,OT2,OT_4,158,28.41,fall_2022,-77.84,shrank
Outlet,OT2,OT_4,176,80.08,fall_2022,-31.29,shrank
Outlet,OT2,OT_4,178,32.04,fall_2022,-28.3,shrank
Outlet,OT2,OT_4,179,69.16,fall_2022,-5.68,shrank
Outlet,OT2,OT_4,192,46.42,fall_2022,-3.19,shrank
Outlet,OT2,OT_4,198,49.99,fall_2022,-20.34,shrank
Outlet,OT2,OT_4,200,41.92,fall_2022,-9.1,shrank
Outlet,OT2,OT_4,203,51.92,fall_2022,-19.92,shrank
Outlet,OT3,OT_3,1,57.02,fall_2022,6.74,grew
Outlet,OT3,OT_3,6,27.27,fall_2022,14.44,grew
Outlet,OT3,OT_3,8,75.81,fall_2022,4.91,grew
Outlet,OT3,OT_3,11,14.51,fall_2022,10.13,grew
Outlet,OT3,OT_3,12,15.38,fall_2022,6.42,grew
Outlet,OT3,OT_3,14,46.85,fall_2022,25.81,grew
Outlet,OT3,OT_3,15,15.14,fall_2022,6.7,grew
Outlet,OT3,OT_3,16,40.73,fall_2022,16.37,grew
Outlet,OT3,OT_3,17,57.28,fall_2022,12.61,grew
Outlet,OT3,OT_3,18,52.51,fall_2022,6.3,grew
Outlet,OT3,OT_3,19,14.3,fall_2022,5.3,grew
Outlet,OT3,OT_3,20,8.94,fall_2022,5.53,grew
Outlet,OT3,OT_3,21,24.99,fall_2022,12.78,grew
Outlet,OT3,OT_3,22,68.76,fall_2022,13.37,grew
Outlet,OT3,OT_3,27,60.53,fall_2022,5.31,grew
Outlet,OT3,OT_3,32,23.23,fall_2022,10.33,grew
Outlet,OT3,OT_3,35,77.68,fall_2022,8.99,grew
Outlet,OT3,OT_3,38,77.75,fall_2022,12.77,grew
Outlet,OT3,OT_3,41,97.86,fall_2022,22.99,grew
Outlet,OT3,OT_3,42,28.85,fall_2022,11.98,grew
Outlet,OT3,OT_3,43,67.97,fall_2022,12.55,grew
Outlet,OT3,OT_3,45,90.2,fall_2022,11.42,grew
Outlet,OT3,OT_3,46,48.46,fall_2022,12.95,grew
Outlet,OT3,OT_3,47,97.43,fall_2022,24.89,grew
Outlet,OT3,OT_3,48,33.58,fall_2022,7.05,grew
Outlet,OT3,OT_3,49,24.75,fall_2022,4.65,grew
Outlet,OT3,OT_3,50,89.29,fall_2022,9.76,grew
Outlet,OT3,OT_3,51,145.51,fall_2022,29.52,grew
Outlet,OT3,OT_3,54,41.96,fall_2022,6.88,grew
Outlet,OT3,OT_3,55,16.44,fall_2022,4.69,grew
Outlet,OT3,OT_3,56,34.15,fall_2022,5.34,grew
Outlet,OT3,OT_3,57,24.34,fall_2022,17.57,grew
Outlet,OT3,OT_3,60,61.69,fall_2022,19.12,grew
Outlet,OT3,OT_3,61,111.48,fall_2022,12.35,grew
Outlet,OT3,OT_3,62,30.26,fall_2022,12.2,grew
Outlet,OT3,OT_3,64,6.22,fall_2022,2.86,grew
Outlet,OT3,OT_3,65,2.77,fall_2022,1.6,grew
Outlet,OT3,OT_3,66,82.03,fall_2022,16.56,grew
Outlet,OT3,OT_3,68,24.99,fall_2022,14.04,grew
Outlet,OT3,OT_3,70,19.41,fall_2022,10.86,grew
Outlet,OT3,OT_3,71,36.22,fall_2022,5.22,grew
Outlet,OT3,OT_3,0,61.1,fall_2022,0.45,grew
Outlet,OT3,OT_3,2,73.36,fall_2022,2.57,grew
Outlet,OT3,OT_3,3,145.33,fall_2022,-1.48,shrank
Outlet,OT3,OT_3,4,84.64,fall_2022,-3.84,shrank
Outlet,OT3,OT_3,5,110.98,fall_2022,-3.79,shrank
Outlet,OT3,OT_3,9,18.91,fall_2022,-0.05,shrank
Outlet,OT3,OT_3,10,91.49,fall_2022,-4.1,shrank
Outlet,OT3,OT_3,30,64.17,fall_2022,0.11,grew
Outlet,OT3,OT_3,31,110.04,fall_2022,-3.23,shrank
Outlet,OT3,OT_3,33,106.57,fall_2022,-4.12,shrank
Outlet,OT3,OT_3,37,78.37,fall_2022,2.57,grew
Outlet,OT3,OT_3,44,121.09,fall_2022,2.61,grew
Outlet,OT3,OT_3,52,151.64,fall_2022,2.74,grew
Outlet,OT3,OT_3,58,50.97,fall_2022,0.11,grew
Outlet,OT3,OT_3,7,47.25,fall_2022,-36.97,shrank
Outlet,OT3,OT_3,13,26.14,fall_2022,-6.41,shrank
Outlet,OT3,OT_3,23,82.42,fall_2022,-12.11,shrank
Outlet,OT3,OT_3,24,77.38,fall_2022,-13.08,shrank
Outlet,OT3,OT_3,25,44.93,fall_2022,-24.91,shrank
Outlet,OT3,OT_3,34,9.98,fall_2022,-5.44,shrank
Outlet,OT3,OT_3,59,45.67,fall_2022,-29.44,shrank
Outlet,OT3,OT_3,63,15.42,fall_2022,-4.28,shrank
Outlet,OT3,OT_3,67,38.69,fall_2022,-5.97,shrank
Outlet,OT3,OT_3,69,7.88,fall_2022,-3.2,shrank
Inlet,IT1,IT_4,0,92.26,fall_2022,15.59,grew
Inlet,IT1,IT_4,1,34.09,fall_2022,15.16,grew
Inlet,IT1,IT_4,2,71.09,fall_2022,10.03,grew
Inlet,IT1,IT_4,3,97.11,fall_2022,16.44,grew
Inlet,IT1,IT_4,4,67.48,fall_2022,21.46,grew
Inlet,IT1,IT_4,5,8.7,fall_2022,4.38,grew
Inlet,IT1,IT_4,6,9.74,fall_2022,5.46,grew
