site,plot_id,plot,genet_id,size,timepoint,change,status
Inlet,IT1,IT_4,7,176.62,fall_2022,27.1,grew
Inlet,IT2,IT_3,0,29.94,fall_2022,6.37,grew
Inlet,IT2,IT_3,1,75.5,fall_2022,19.97,grew
Inlet,IT2,IT_3,8,26.95,fall_2022,13.41,grew
Inlet,IT2,IT_3,9,25.65,fall_2022,7.23,grew
Inlet,IT2,IT_3,11,43.21,fall_2022,3,grew
Inlet,IT2,IT_3,12,203.73,fall_2022,45.32,grew
Inlet,IT2,IT_3,14,12.31,fall_2022,5.85,grew
Inlet,IT2,IT_3,15,5.04,fall_2022,0.98,grew
Inlet,IT2,IT_3,17,23.25,fall_2022,12.64,grew
Inlet,IT2,IT_3,19,51.94,fall_2022,15.51,grew
Inlet,IT2,IT_3,22,46.33,fall_2022,24.35,grew
Inlet,IT2,IT_3,23,19.54,fall_2022,12.38,grew
Inlet,IT2,IT_3,25,7.97,fall_2022,2.42,grew
Inlet,IT2,IT_3,28,42.71,fall_2022,12.84,grew
Inlet,IT2,IT_3,31,61.78,fall_2022,16.14,grew
Inlet,IT2,IT_3,37,63.51,fall_2022,21.05,grew
Inlet,IT2,IT_3,38,35.58,fall_2022,21.17,grew
Inlet,IT2,IT_3,40,36.85,fall_2022,5.37,grew
Inlet,IT2,IT_3,44,28.82,fall_2022,8.74,grew
Inlet,IT2,IT_3,46,6.41,fall_2022,2.26,grew
Inlet,IT2,IT_3,49,109.09,fall_2022,20.91,grew
Inlet,IT2,IT_3,50,11.68,fall_2022,5.95,grew
Inlet,IT2,IT_3,53,64.24,fall_2022,4.77,grew
Inlet,IT2,IT_3,54,45.4,fall_2022,9.89,grew
Inlet,IT2,IT_3,56,29.24,fall_2022,14.3,grew
Inlet,IT2,IT_3,57,28.23,fall_2022,7.05,grew
Inlet,IT2,IT_3,60,45.48,fall_2022,16.33,grew
Inlet,IT2,IT_3,61,125.44,fall_2022,15.87,grew
Inlet,IT2,IT_3,63,118.27,fall_2022,32.75,grew
Inlet,IT2,IT_3,70,65.54,fall_2022,23.76,grew
Inlet,IT2,IT_3,71,5.03,fall_2022,1.95,grew
Inlet,IT2,IT_3,72,20.32,fall_2022,12.86,grew
Inlet,IT2,IT_3,73,33.95,fall_2022,11.03,grew
Inlet,IT2,IT_3,74,26.04,fall_2022,9.63,grew
Inlet,IT2,IT_3,75,9.64,fall_2022,0.51,grew
Inlet,IT2,IT_3,76,24.43,fall_2022,13.74,grew
Inlet,IT2,IT_3,77,53.32,fall_2022,19.99,grew
Inlet,IT2,IT_3,79,54.69,fall_2022,27.33,grew
Inlet,IT2,IT_3,80,29.22,fall_2022,4.12,grew
Inlet,IT2,IT_3,85,301.36,fall_2022,59.62,grew
Inlet,IT2,IT_3,86,59.92,fall_2022,22.4,grew
Inlet,IT2,IT_3,88,154.81,fall_2022,7.68,grew
Inlet,IT2,IT_3,91,15.33,fall_2022,6.6,grew
Inlet,IT2,IT_3,93,23.73,fall_2022,4.05,grew
Inlet,IT2,IT_3,94,44.19,fall_2022,25.95,grew
Inlet,IT2,IT_3,102,68.51,fall_2022,33.74,grew
Inlet,IT2,IT_3,104,65.93,fall_2022,22.68,grew
Inlet,IT2,IT_3,105,16.76,fall_2022,8.69,grew
Inlet,IT2,IT_3,107,193.26,fall_2022,45.53,grew
Inlet,IT2,IT_3,111,28.6,fall_2022,11.93,grew
Inlet,IT2,IT_3,113,23.2,fall_2022,8.4,grew
Inlet,IT2,IT_3,115,78.84,fall_2022,18.42,grew
Inlet,IT2,IT_3,116,19.82,fall_2022,11.92,grew
Inlet,IT2,IT_3,117,39.16,fall_2022,20.74,grew
Inlet,IT2,IT_3,120,22.63,fall_2022,5.86,grew
Inlet,IT2,IT_3,121,10.36,fall_2022,1.81,grew
Inlet,IT2,IT_3,124,19.21,fall_2022,3.1,grew
Inlet,IT2,IT_3,127,118.52,fall_2022,17.33,grew
Inlet,IT2,IT_3,130,7.29,fall_2022,1.4,grew
Inlet,IT2,IT_3,134,6.14,fall_2022,1.22,grew
Inlet,IT2,IT_3,137,17.37,fall_2022,5.99,grew
Inlet,IT2,IT_3,139,71.14,fall_2022,5.21,grew
Inlet,IT2,IT_3,142,10.55,fall_2022,2.31,grew
Inlet,IT2,IT_3,143,18.33,fall_2022,7.95,grew
Inlet,IT2,IT_3,144,71.11,fall_2022,9.58,grew
Inlet,IT2,IT_3,145,24.13,fall_2022,19.96,grew
Inlet,IT2,IT_3,146,30.05,fall_2022,20.09,grew
Inlet,IT2,IT_3,147,10.1,fall_2022,7.17,grew
Inlet,IT2,IT_3,148,19.73,fall_2022,3.23,grew
Inlet,IT2,IT_3,149,7.91,fall_2022,5.5,grew
Inlet,IT2,IT_3,153,75.23,fall_2022,17.89,grew
Inlet,IT2,IT_3,154,28.85,fall_2022,2.11,grew
Inlet,IT2,IT_3,155,82.83,fall_2022,17.65,grew
Inlet,IT2,IT_3,157,65.27,fall_2022,14.04,grew
Inlet,IT2,IT_3,158,4.21,fall_2022,0.96,grew
Inlet,IT2,IT_3,159,12.28,fall_2022,6.5,grew
Inlet,IT2,IT_3,160,17.49,fall_2022,6.15,grew
Inlet,IT2,IT_3,161,8.69,fall_2022,3.52,grew
Inlet,IT2,IT_3,162,5.21,fall_2022,0.48,grew
Inlet,IT2,IT_3,163,4.44,fall_2022,3.6,grew
Inlet,IT2,IT_3,164,6.23,fall_2022,2.46,grew
Inlet,IT2,IT_3,166,8.25,fall_2022,6.29,grew
Inlet,IT2,IT_3,167,4.07,fall_2022,2.6,grew
Inlet,IT2,IT_3,168,33.52,fall_2022,5.71,grew
Inlet,IT2,IT_3,169,11.94,fall_2022,9.5,grew
Inlet,IT2,IT_3,170,3.1,fall_2022,1,grew
Inlet,IT2,IT_3,171,14.14,fall_2022,2,grew
Inlet,IT2,IT_3,172,5.24,fall_2022,2.38,grew
Inlet,IT2,IT_3,78,7.07,fall_2022,1.06,grew
Inlet,IT2,IT_3,78,2.92,fall_2022,-3.09,shrank
Inlet,IT2,IT_3,97,4.4,fall_2022,-8.47,shrank
Inlet,IT2,IT_3,97,4.15,fall_2022,-8.72,shrank
Inlet,IT2,IT_3,100,12.04,fall_2022,-92.36,shrank
Inlet,IT2,IT_3,100,34.21,fall_2022,-70.19,shrank
Inlet,IT2,IT_3,165,21.71,fall_2022,19.9,grew
Inlet,IT2,IT_3,165,8.24,fall_2022,6.43,grew
Inlet,IT2,IT_3,30,44.18,fall_2022,0.82,grew
Inlet,IT2,IT_3,36,6.85,fall_2022,-0.05,shrank
Inlet,IT2,IT_3,42,109.32,fall_2022,-3.45,shrank
Inlet,IT2,IT_3,48,9.3,fall_2022,-0.29,shrank
Inlet,IT2,IT_3,62,128.4,fall_2022,-2.59,shrank
Inlet,IT2,IT_3,67,13.07,fall_2022,0.42,grew
Inlet,IT2,IT_3,81,39.18,fall_2022,-0.48,shrank
Inlet,IT2,IT_3,84,168.26,fall_2022,5.09,grew
Inlet,IT2,IT_3,92,120.97,fall_2022,-0.24,shrank
Inlet,IT2,IT_3,95,154.86,fall_2022,7.09,grew
Inlet,IT2,IT_3,98,31.4,fall_2022,-0.41,shrank
Inlet,IT2,IT_3,112,33.96,fall_2022,-0.61,shrank
Inlet,IT2,IT_3,128,15.62,fall_2022,-0.62,shrank
Inlet,IT2,IT_3,129,12.84,fall_2022,0.41,grew
Inlet,IT2,IT_3,6,82.12,fall_2022,-34.87,shrank
Inlet,IT2,IT_3,13,19.68,fall_2022,-8.03,shrank
Inlet,IT2,IT_3,18,1.49,fall_2022,-0.68,shrank
Inlet,IT2,IT_3,27,22.02,fall_2022,-1.13,shrank
Inlet,IT2,IT_3,41,20.68,fall_2022,-27.81,shrank
Inlet,IT2,IT_3,45,84.4,fall_2022,-22.8,shrank
Inlet,IT2,IT_3,47,62.52,fall_2022,-16.03,shrank
Inlet,IT2,IT_3,51,52.43,fall_2022,-9.86,shrank
Inlet,IT2,IT_3,59,5.67,fall_2022,-0.97,shrank
Inlet,IT2,IT_3,64,63.2,fall_2022,-52.96,shrank
Inlet,IT2,IT_3,66,88.14,fall_2022,-48.61,shrank
Inlet,IT2,IT_3,82,35.51,fall_2022,-22.37,shrank
Inlet,IT2,IT_3,87,46.75,fall_2022,-4.53,shrank
Inlet,IT2,IT_3,96,32.62,fall_2022,-6.74,shrank
Inlet,IT2,IT_3,99,18.45,fall_2022,-22.19,shrank
Inlet,IT2,IT_3,101,12.33,fall_2022,-19.74,shrank
Inlet,IT2,IT_3,109,56.28,fall_2022,-57.96,shrank
Inlet,IT2,IT_3,110,20.46,fall_2022,-26.68,shrank
Inlet,IT2,IT_3,114,61.41,fall_2022,-4.17,shrank
Inlet,IT2,IT_3,118,35.43,fall_2022,-9.02,shrank
Inlet,IT2,IT_3,122,25.27,fall_2022,-2.02,shrank
Inlet,IT2,IT_3,123,47.1,fall_2022,-2.59,shrank
Inlet,IT2,IT_3,125,69.42,fall_2022,-27.96,shrank
Inlet,IT2,IT_3,133,9.54,fall_2022,-11.38,shrank
Inlet,IT2,IT_3,136,4.75,fall_2022,-2.59,shrank
Inlet,IT2,IT_3,141,31.73,fall_2022,-30.46,shrank
Inlet,IT2,IT_3,156,97.04,fall_2022,-24.09,shrank
Inlet,IT3,IT_1,2,73.64,fall_2022,15.57,grew
Inlet,IT3,IT_1,6,52.62,fall_2022,13.84,grew
Inlet,IT3,IT_1,7,67.5,fall_2022,20.02,grew
Inlet,IT3,IT_1,8,59.49,fall_2022,17.58,grew
Inlet,IT3,IT_1,9,79.39,fall_2022,35.14,grew
Inlet,IT3,IT_1,10,42.21,fall_2022,21.57,grew
Inlet,IT3,IT_1,11,29.19,fall_2022,12,grew
Inlet,IT3,IT_1,28,88.16,fall_2022,30.19,grew
Inlet,IT3,IT_1,29,252.65,fall_2022,41.91,grew
Inlet,IT3,IT_1,33,15.9,fall_2022,4.11,grew
Inlet,IT3,IT_1,43,33.49,fall_2022,10.56,grew
Inlet,IT3,IT_1,44,24.41,fall_2022,6.34,grew
Inlet,IT3,IT_1,46,8.27,fall_2022,3.3,grew
Inlet,IT3,IT_1,50,85.75,fall_2022,15.83,grew
Inlet,IT3,IT_1,55,106.72,fall_2022,31.73,grew
Inlet,IT3,IT_1,48,65.97,fall_2022,-0.72,shrank
Inlet,IT3,IT_1,34,8.31,fall_2022,-0.95,shrank
Inlet,IT3,IT_1,45,81.78,fall_2022,-7.11,shrank
Inlet,IT3,IT_1,47,21.42,fall_2022,-2.22,shrank
Inlet,IT3,IT_1,49,69.76,fall_2022,-6.04,shrank
Haikou,HK1,HK_1,0,67.03,fall_2022,22.45,grew
Haikou,HK1,HK_1,1,39.24,fall_2022,20.19,grew
Haikou,HK1,HK_1,3,32.09,fall_2022,15.14,grew
Haikou,HK1,HK_1,4,25.95,fall_2022,9.93,grew
Haikou,HK1,HK_1,5,42.24,fall_2022,14.17,grew
Haikou,HK1,HK_1,6,34.97,fall_2022,18.99,grew
Haikou,HK1,HK_1,7,37.67,fall_2022,20.49,grew
Haikou,HK1,HK_1,8,54.02,fall_2022,7.9,grew
Haikou,HK1,HK_1,10,16.38,fall_2022,10.12,grew
Haikou,HK1,HK_1,11,30.06,fall_2022,16.01,grew
Haikou,HK1,HK_1,12,15.1,fall_2022,10.66,grew
Haikou,HK1,HK_1,13,37.86,fall_2022,11.37,grew
Haikou,HK1,HK_1,14,38.87,fall_2022,19.24,grew
Haikou,HK1,HK_1,15,13.63,fall_2022,7.85,grew
Haikou,HK1,HK_1,16,28.04,fall_2022,9.86,grew
Haikou,HK1,HK_1,17,8.55,fall_2022,4.9,grew
Haikou,HK2,HK_2,0,45.69,fall_2022,25.18,grew
Haikou,HK2,HK_2,2,73.72,fall_2022,40.47,grew
Haikou,HK2,HK_2,3,26.41,fall_2022,14.81,grew
Haikou,HK2,HK_2,5,54.88,fall_2022,25.54,grew
Haikou,HK2,HK_2,6,48.81,fall_2022,30.32,grew
Haikou,HK2,HK_2,11,19.99,fall_2022,1.66,grew
Haikou,HK2,HK_2,13,49.01,fall_2022,26.28,grew
Haikou,HK2,HK_2,15,42.61,fall_2022,16.26,grew
Haikou,HK2,HK_2,17,51.19,fall_2022,23.4,grew
Haikou,HK2,HK_2,19,39.49,fall_2022,14.32,grew
Haikou,HK2,HK_2,20,32.21,fall_2022,19.94,grew
Haikou,HK2,HK_2,22,32.79,fall_2022,23.22,grew
Haikou,HK2,HK_2,23,42.24,fall_2022,22.24,grew
Haikou,HK2,HK_2,24,27.85,fall_2022,19.46,grew
Haikou,HK2,HK_2,27,35.99,fall_2022,20.83,grew
Haikou,HK2,HK_2,29,22.04,fall_2022,1.25,grew
Haikou,HK2,HK_2,39,42.74,fall_2022,23.56,grew
Haikou,HK2,HK_2,45,23.93,fall_2022,11.55,grew
Haikou,HK2,HK_2,49,30.78,fall_2022,13.61,grew
Haikou,HK2,HK_2,50,21.42,fall_2022,2.72,grew
Haikou,HK2,HK_2,52,51.4,fall_2022,29.57,grew
Haikou,HK2,HK_2,53,31.98,fall_2022,20.61,grew
Haikou,HK2,HK_2,54,35.52,fall_2022,18.48,grew
Haikou,HK2,HK_2,56,48.24,fall_2022,17.49,grew
Haikou,HK2,HK_2,57,50.16,fall_2022,16.99,grew
Haikou,HK2,HK_2,58,45.06,fall_2022,16.44,grew
Haikou,HK2,HK_2,59,32.49,fall_2022,4.13,grew
Haikou,HK2,HK_2,60,48.99,fall_2022,7.94,grew
Haikou,HK2,HK_2,62,12.5,fall_2022,7.58,grew
Haikou,HK2,HK_2,64,68.36,fall_2022,12.87,grew
Haikou,HK2,HK_2,67,66.07,fall_2022,27.22,grew
Haikou,HK2,HK_2,68,11.26,fall_2022,8.51,grew
Haikou,HK2,HK_2,70,37.63,fall_2022,12.16,grew
Haikou,HK2,HK_2,71,45.98,fall_2022,7.83,grew
Haikou,HK2,HK_2,74,59.05,fall_2022,15.77,grew
Haikou,HK2,HK_2,75,41.58,fall_2022,20.26,grew
Haikou,HK2,HK_2,76,27.15,fall_2022,9.53,grew
Haikou,HK2,HK_2,77,34.92,fall_2022,20.25,grew
Haikou,HK2,HK_2,78,32.74,fall_2022,17.81,grew
Haikou,HK2,HK_2,80,54.64,fall_2022,15.52,grew
Haikou,HK2,HK_2,82,23.84,fall_2022,16.95,grew
Haikou,HK2,HK_2,86,20.76,fall_2022,9.11,grew
Haikou,HK2,HK_2,88,67.06,fall_2022,23.71,grew
Haikou,HK2,HK_2,90,27.45,fall_2022,10.43,grew
Haikou,HK2,HK_2,94,49.87,fall_2022,27.3,grew
Haikou,HK2,HK_2,99,31.64,fall_2022,15.57,grew
Haikou,HK2,HK_2,100,46.7,fall_2022,24.74,grew
Haikou,HK2,HK_2,102,68.97,fall_2022,31.36,grew
Haikou,HK2,HK_2,103,52.93,fall_2022,32.41,grew
Haikou,HK2,HK_2,104,48.74,fall_2022,26.98,grew
Haikou,HK2,HK_2,105,20.49,fall_2022,7.97,grew
Haikou,HK2,HK_2,106,65.32,fall_2022,23.77,grew
Haikou,HK2,HK_2,108,26.88,fall_2022,8.95,grew
Haikou,HK2,HK_2,109,60.98,fall_2022,22.45,grew
Haikou,HK2,HK_2,10,22.4,fall_2022,0,shrank
Haikou,HK2,HK_2,26,25.82,fall_2022,0.58,grew
Haikou,HK2,HK_2,61,14.5,fall_2022,0,shrank
Haikou,HK2,HK_2,84,41.61,fall_2022,0,shrank
Haikou,HK2,HK_2,92,13.74,fall_2022,0,shrank
Haikou,HK2,HK_2,95,19.25,fall_2022,0,shrank
Haikou,HK2,HK_2,96,19.24,fall_2022,0,shrank
Haikou,HK2,HK_2,97,16.67,fall_2022,0,shrank
Haikou,HK2,HK_2,98,5.66,fall_2022,0,shrank
Haikou,HK2,HK_2,101,15.35,fall_2022,0,shrank
Haikou,HK2,HK_2,107,36.43,fall_2022,-0.76,shrank
Haikou,HK2,HK_2,25,45.17,fall_2022,-6.01,shrank
Haikou,HK2,HK_2,30,37.67,fall_2022,-11.47,shrank
Haikou,HK2,HK_2,35,14.68,fall_2022,-7.2,shrank
Haikou,HK2,HK_2,51,8.83,fall_2022,-38.61,shrank
Haikou,HK2,HK_2,55,15.93,fall_2022,-1.38,shrank
Haikou,HK2,HK_2,63,23.97,fall_2022,-8.49,shrank
Haikou,HK2,HK_2,72,9.96,fall_2022,-4.8,shrank
Haikou,HK2,HK_2,83,26.4,fall_2022,-5.58,shrank
Haikou,HK2,HK_2,85,18.14,fall_2022,-3.53,shrank
Haikou,HK3,HK_3,4,47.88,fall_2022,11.39,grew
Haikou,HK3,HK_3,6,29.53,fall_2022,15.91,grew
Haikou,HK3,HK_3,10,26.97,fall_2022,20.42,grew
Haikou,HK3,HK_3,12,40.3,fall_2022,23.33,grew
Haikou,HK3,HK_3,19,17.16,fall_2022,11.8,grew
Haikou,HK3,HK_3,24,38.62,fall_2022,18.22,grew
Haikou,HK3,HK_3,25,17.11,fall_2022,12.16,grew
Haikou,HK3,HK_3,26,64.39,fall_2022,15.18,grew
Haikou,HK3,HK_3,27,21.76,fall_2022,10.29,grew
Haikou,HK3,HK_3,29,51.65,fall_2022,18.33,grew
Haikou,HK3,HK_3,30,68.96,fall_2022,26.64,grew
Haikou,HK3,HK_3,33,14.59,fall_2022,10.76,grew
Haikou,HK3,HK_3,34,28.24,fall_2022,15.99,grew
Haikou,HK3,HK_3,36,13.37,fall_2022,3.26,grew
Haikou,HK3,HK_3,35,5.37,fall_2022,-4.78,shrank
Haikou,HK3,HK_3,35,5.52,fall_2022,-4.63,shrank
Haikou,HK3,HK_3,31,65.47,fall_2022,2.98,grew
Haikou,HK3,HK_3,13,7.77,fall_2022,-0.94,shrank
