day_night,DateTime,lux,PAR,site
day,2023-08-31 12:50:00 UTC,2669.5,49.38575,Outlet
day,2023-08-31 13:00:00 UTC,3616.7,66.90895,Outlet
day,2023-08-31 13:10:00 UTC,4133.4,76.4679,Outlet
day,2023-08-31 13:20:00 UTC,3616.7,66.90895,Outlet
day,2023-08-31 13:30:00 UTC,4133.4,76.4679,Outlet
day,2023-08-31 13:40:00 UTC,4305.6,79.6536,Outlet
day,2023-08-31 13:50:00 UTC,5166.7,95.58395,Outlet
day,2023-08-31 14:00:00 UTC,2927.8,54.1643,Outlet
day,2023-08-31 14:10:00 UTC,2497.2,46.1982,Outlet
day,2023-08-31 14:20:00 UTC,2152.8,39.8268,Outlet
day,2023-08-31 14:30:00 UTC,2325,43.0125,Outlet
day,2023-08-31 14:40:00 UTC,1463.9,27.08215,Outlet
day,2023-08-31 14:50:00 UTC,2583.4,47.7929,Outlet
day,2023-08-31 15:00:00 UTC,2583.4,47.7929,Outlet
day,2023-08-31 15:10:00 UTC,3100,57.35,Outlet
day,2023-08-31 15:20:00 UTC,2411.1,44.60535,Outlet
day,2023-08-31 15:30:00 UTC,2066.7,38.23395,Outlet
day,2023-08-31 15:40:00 UTC,1377.8,25.4893,Outlet
day,2023-08-31 15:50:00 UTC,1377.8,25.4893,Outlet
day,2023-08-31 16:00:00 UTC,1151.7,21.30645,Outlet
day,2023-08-31 16:10:00 UTC,936.5,17.32525,Outlet
day,2023-08-31 16:20:00 UTC,570.5,10.55425,Outlet
day,2023-08-31 16:30:00 UTC,290.6,5.3761,Outlet
day,2023-08-31 16:40:00 UTC,215.3,3.98305,Outlet
day,2023-08-31 16:50:00 UTC,215.3,3.98305,Outlet
day,2023-08-31 17:00:00 UTC,107.6,1.9906,Outlet
day,2023-08-31 17:10:00 UTC,64.6,1.1951,Outlet
day,2023-08-31 17:20:00 UTC,107.6,1.9906,Outlet
day,2023-08-31 17:30:00 UTC,96.9,1.79265,Outlet
day,2023-08-31 17:40:00 UTC,150.7,2.78795,Outlet
day,2023-08-31 17:50:00 UTC,86.1,1.59285,Outlet
night,2023-08-31 18:00:00 UTC,32.3,0.59755,Outlet
night,2023-08-31 18:10:00 UTC,0,0,Outlet
night,2023-08-31 18:20:00 UTC,0,0,Outlet
night,2023-08-31 18:30:00 UTC,0,0,Outlet
night,2023-08-31 18:40:00 UTC,0,0,Outlet
night,2023-08-31 18:50:00 UTC,0,0,Outlet
night,2023-08-31 19:00:00 UTC,0,0,Outlet
night,2023-08-31 19:10:00 UTC,0,0,Outlet
night,2023-08-31 19:20:00 UTC,0,0,Outlet
night,2023-08-31 19:30:00 UTC,0,0,Outlet
night,2023-08-31 19:40:00 UTC,0,0,Outlet
night,2023-08-31 19:50:00 UTC,0,0,Outlet
night,2023-08-31 20:00:00 UTC,0,0,Outlet
night,2023-08-31 20:10:00 UTC,0,0,Outlet
night,2023-08-31 20:20:00 UTC,0,0,Outlet
night,2023-08-31 20:30:00 UTC,0,0,Outlet
night,2023-08-31 20:40:00 UTC,0,0,Outlet
night,2023-08-31 20:50:00 UTC,0,0,Outlet
night,2023-08-31 21:00:00 UTC,0,0,Outlet
night,2023-08-31 21:10:00 UTC,0,0,Outlet
night,2023-08-31 21:20:00 UTC,0,0,Outlet
night,2023-08-31 21:30:00 UTC,0,0,Outlet
night,2023-08-31 21:40:00 UTC,0,0,Outlet
night,2023-08-31 21:50:00 UTC,0,0,Outlet
night,2023-08-31 22:00:00 UTC,0,0,Outlet
night,2023-08-31 22:10:00 UTC,0,0,Outlet
night,2023-08-31 22:20:00 UTC,0,0,Outlet
night,2023-08-31 22:30:00 UTC,0,0,Outlet
night,2023-08-31 22:40:00 UTC,0,0,Outlet
night,2023-08-31 22:50:00 UTC,0,0,Outlet
night,2023-08-31 23:00:00 UTC,0,0,Outlet
night,2023-08-31 23:10:00 UTC,0,0,Outlet
night,2023-08-31 23:20:00 UTC,0,0,Outlet
night,2023-08-31 23:30:00 UTC,0,0,Outlet
night,2023-08-31 23:40:00 UTC,0,0,Outlet
night,2023-08-31 23:50:00 UTC,0,0,Outlet
night,2023-09-01 00:00:00 UTC,0,0,Outlet
night,2023-09-01 00:10:00 UTC,0,0,Outlet
night,2023-09-01 00:20:00 UTC,0,0,Outlet
night,2023-09-01 00:30:00 UTC,0,0,Outlet
night,2023-09-01 00:40:00 UTC,0,0,Outlet
night,2023-09-01 00:50:00 UTC,0,0,Outlet
night,2023-09-01 01:00:00 UTC,0,0,Outlet
night,2023-09-01 01:10:00 UTC,0,0,Outlet
night,2023-09-01 01:20:00 UTC,0,0,Outlet
night,2023-09-01 01:30:00 UTC,0,0,Outlet
night,2023-09-01 01:40:00 UTC,0,0,Outlet
night,2023-09-01 01:50:00 UTC,0,0,Outlet
night,2023-09-01 02:00:00 UTC,0,0,Outlet
night,2023-09-01 02:10:00 UTC,0,0,Outlet
night,2023-09-01 02:20:00 UTC,0,0,Outlet
night,2023-09-01 02:30:00 UTC,0,0,Outlet
night,2023-09-01 02:40:00 UTC,0,0,Outlet
night,2023-09-01 02:50:00 UTC,0,0,Outlet
night,2023-09-01 03:00:00 UTC,0,0,Outlet
night,2023-09-01 03:10:00 UTC,0,0,Outlet
night,2023-09-01 03:20:00 UTC,0,0,Outlet
night,2023-09-01 03:30:00 UTC,0,0,Outlet
night,2023-09-01 03:40:00 UTC,0,0,Outlet
night,2023-09-01 03:50:00 UTC,0,0,Outlet
night,2023-09-01 04:00:00 UTC,0,0,Outlet
night,2023-09-01 04:10:00 UTC,0,0,Outlet
night,2023-09-01 04:20:00 UTC,0,0,Outlet
night,2023-09-01 04:30:00 UTC,0,0,Outlet
night,2023-09-01 04:40:00 UTC,0,0,Outlet
night,2023-09-01 04:50:00 UTC,0,0,Outlet
night,2023-09-01 05:00:00 UTC,0,0,Outlet
night,2023-09-01 05:10:00 UTC,0,0,Outlet
night,2023-09-01 05:20:00 UTC,0,0,Outlet
night,2023-09-01 05:30:00 UTC,0,0,Outlet
night,2023-09-01 05:40:00 UTC,0,0,Outlet
night,2023-09-01 05:50:00 UTC,32.3,0.59755,Outlet
day,2023-09-01 06:00:00 UTC,43.1,0.79735,Outlet
day,2023-09-01 06:10:00 UTC,107.6,1.9906,Outlet
day,2023-09-01 06:20:00 UTC,204.5,3.78325,Outlet
day,2023-09-01 06:30:00 UTC,258.3,4.77855,Outlet
day,2023-09-01 06:40:00 UTC,355.2,6.5712,Outlet
day,2023-09-01 06:50:00 UTC,452.1,8.36385,Outlet
day,2023-09-01 07:00:00 UTC,602.8,11.1518,Outlet
day,2023-09-01 07:10:00 UTC,699.7,12.94445,Outlet
day,2023-09-01 07:20:00 UTC,861.1,15.93035,Outlet
day,2023-09-01 07:30:00 UTC,850.4,15.7324,Outlet
day,2023-09-01 07:40:00 UTC,775,14.3375,Outlet
day,2023-09-01 07:50:00 UTC,710.4,13.1424,Outlet
day,2023-09-01 08:00:00 UTC,947.2,17.5232,Outlet
day,2023-09-01 08:10:00 UTC,1044.1,19.31585,Outlet
day,2023-09-01 08:20:00 UTC,1345.5,24.89175,Outlet
day,2023-09-01 08:30:00 UTC,1334.7,24.69195,Outlet
day,2023-09-01 08:40:00 UTC,1550,28.675,Outlet
day,2023-09-01 08:50:00 UTC,1722.2,31.8607,Outlet
day,2023-09-01 09:00:00 UTC,1636.1,30.26785,Outlet
day,2023-09-01 09:10:00 UTC,1722.2,31.8607,Outlet
day,2023-09-01 09:20:00 UTC,2152.8,39.8268,Outlet
day,2023-09-01 09:30:00 UTC,2411.1,44.60535,Outlet
day,2023-09-01 09:40:00 UTC,2669.5,49.38575,Outlet
day,2023-09-01 09:50:00 UTC,2325,43.0125,Outlet
day,2023-09-01 10:00:00 UTC,2583.4,47.7929,Outlet
day,2023-09-01 10:10:00 UTC,2583.4,47.7929,Outlet
day,2023-09-01 10:20:00 UTC,2583.4,47.7929,Outlet
day,2023-09-01 10:30:00 UTC,2755.6,50.9786,Outlet
day,2023-09-01 10:40:00 UTC,2238.9,41.41965,Outlet
day,2023-09-01 10:50:00 UTC,1377.8,25.4893,Outlet
day,2023-09-01 11:00:00 UTC,1550,28.675,Outlet
day,2023-09-01 11:10:00 UTC,1377.8,25.4893,Outlet
day,2023-09-01 11:20:00 UTC,1722.2,31.8607,Outlet
day,2023-09-01 11:30:00 UTC,2152.8,39.8268,Outlet
day,2023-09-01 11:40:00 UTC,1894.5,35.04825,Outlet
day,2023-09-01 11:50:00 UTC,1808.3,33.45355,Outlet
day,2023-09-01 12:00:00 UTC,1550,28.675,Outlet
day,2023-09-01 12:10:00 UTC,1334.7,24.69195,Outlet
day,2023-09-01 12:20:00 UTC,1894.5,35.04825,Outlet
day,2023-09-01 12:30:00 UTC,2325,43.0125,Outlet
day,2023-09-01 12:40:00 UTC,3272.2,60.5357,Outlet
day,2023-09-01 12:50:00 UTC,2411.1,44.60535,Outlet
day,2023-09-01 13:00:00 UTC,1550,28.675,Outlet
day,2023-09-01 13:10:00 UTC,753.5,13.93975,Outlet
day,2023-09-01 13:20:00 UTC,1065.6,19.7136,Outlet
day,2023-09-01 13:30:00 UTC,1377.8,25.4893,Outlet
day,2023-09-01 13:40:00 UTC,1550,28.675,Outlet
day,2023-09-01 13:50:00 UTC,1636.1,30.26785,Outlet
day,2023-09-01 14:00:00 UTC,1808.3,33.45355,Outlet
day,2023-09-01 14:10:00 UTC,2411.1,44.60535,Outlet
day,2023-09-01 14:20:00 UTC,2238.9,41.41965,Outlet
day,2023-09-01 14:30:00 UTC,2325,43.0125,Outlet
day,2023-09-01 14:40:00 UTC,2927.8,54.1643,Outlet
day,2023-09-01 14:50:00 UTC,3961.1,73.28035,Outlet
day,2023-09-01 15:00:00 UTC,4994.5,92.39825,Outlet
day,2023-09-01 15:10:00 UTC,2755.6,50.9786,Outlet
day,2023-09-01 15:20:00 UTC,3788.9,70.09465,Outlet
day,2023-09-01 15:30:00 UTC,5338.9,98.76965,Outlet
day,2023-09-01 15:40:00 UTC,1463.9,27.08215,Outlet
day,2023-09-01 15:50:00 UTC,2755.6,50.9786,Outlet
day,2023-09-01 16:00:00 UTC,1463.9,27.08215,Outlet
day,2023-09-01 16:10:00 UTC,925.7,17.12545,Outlet
day,2023-09-01 16:20:00 UTC,635.1,11.74935,Outlet
day,2023-09-01 16:30:00 UTC,624.3,11.54955,Outlet
day,2023-09-01 16:40:00 UTC,462.9,8.56365,Outlet
day,2023-09-01 16:50:00 UTC,861.1,15.93035,Outlet
day,2023-09-01 17:00:00 UTC,592,10.952,Outlet
day,2023-09-01 17:10:00 UTC,322.9,5.97365,Outlet
day,2023-09-01 17:20:00 UTC,409,7.5665,Outlet
day,2023-09-01 17:30:00 UTC,172.2,3.1857,Outlet
day,2023-09-01 17:40:00 UTC,118.4,2.1904,Outlet
day,2023-09-01 17:50:00 UTC,75.3,1.39305,Outlet
night,2023-09-01 18:00:00 UTC,43.1,0.79735,Outlet
night,2023-09-01 18:10:00 UTC,10.8,0.1998,Outlet
night,2023-09-01 18:20:00 UTC,0,0,Outlet
night,2023-09-01 18:30:00 UTC,0,0,Outlet
night,2023-09-01 18:40:00 UTC,0,0,Outlet
night,2023-09-01 18:50:00 UTC,0,0,Outlet
night,2023-09-01 19:00:00 UTC,0,0,Outlet
night,2023-09-01 19:10:00 UTC,0,0,Outlet
night,2023-09-01 19:20:00 UTC,0,0,Outlet
night,2023-09-01 19:30:00 UTC,0,0,Outlet
night,2023-09-01 19:40:00 UTC,0,0,Outlet
night,2023-09-01 19:50:00 UTC,0,0,Outlet
night,2023-09-01 20:00:00 UTC,0,0,Outlet
night,2023-09-01 20:10:00 UTC,0,0,Outlet
night,2023-09-01 20:20:00 UTC,0,0,Outlet
night,2023-09-01 20:30:00 UTC,0,0,Outlet
night,2023-09-01 20:40:00 UTC,0,0,Outlet
night,2023-09-01 20:50:00 UTC,0,0,Outlet
night,2023-09-01 21:00:00 UTC,0,0,Outlet
night,2023-09-01 21:10:00 UTC,0,0,Outlet
night,2023-09-01 21:20:00 UTC,0,0,Outlet
night,2023-09-01 21:30:00 UTC,0,0,Outlet
night,2023-09-01 21:40:00 UTC,0,0,Outlet
night,2023-09-01 21:50:00 UTC,0,0,Outlet
night,2023-09-01 22:00:00 UTC,0,0,Outlet
night,2023-09-01 22:10:00 UTC,0,0,Outlet
night,2023-09-01 22:20:00 UTC,0,0,Outlet
night,2023-09-01 22:30:00 UTC,0,0,Outlet
night,2023-09-01 22:40:00 UTC,0,0,Outlet
night,2023-09-01 22:50:00 UTC,0,0,Outlet
night,2023-09-01 23:00:00 UTC,0,0,Outlet
night,2023-09-01 23:10:00 UTC,0,0,Outlet
night,2023-09-01 23:20:00 UTC,0,0,Outlet
night,2023-09-01 23:30:00 UTC,0,0,Outlet
night,2023-09-01 23:40:00 UTC,0,0,Outlet
night,2023-09-01 23:50:00 UTC,0,0,Outlet
night,2023-09-02 00:00:00 UTC,0,0,Outlet
night,2023-09-02 00:10:00 UTC,0,0,Outlet
night,2023-09-02 00:20:00 UTC,0,0,Outlet
night,2023-09-02 00:30:00 UTC,0,0,Outlet
night,2023-09-02 00:40:00 UTC,0,0,Outlet
night,2023-09-02 00:50:00 UTC,0,0,Outlet
night,2023-09-02 01:00:00 UTC,0,0,Outlet
night,2023-09-02 01:10:00 UTC,0,0,Outlet
night,2023-09-02 01:20:00 UTC,0,0,Outlet
night,2023-09-02 01:30:00 UTC,0,0,Outlet
night,2023-09-02 01:40:00 UTC,0,0,Outlet
night,2023-09-02 01:50:00 UTC,0,0,Outlet
night,2023-09-02 02:00:00 UTC,0,0,Outlet
night,2023-09-02 02:10:00 UTC,0,0,Outlet
night,2023-09-02 02:20:00 UTC,0,0,Outlet
night,2023-09-02 02:30:00 UTC,0,0,Outlet
night,2023-09-02 02:40:00 UTC,0,0,Outlet
night,2023-09-02 02:50:00 UTC,0,0,Outlet
night,2023-09-02 03:00:00 UTC,0,0,Outlet
night,2023-09-02 03:10:00 UTC,0,0,Outlet
night,2023-09-02 03:20:00 UTC,0,0,Outlet
night,2023-09-02 03:30:00 UTC,0,0,Outlet
night,2023-09-02 03:40:00 UTC,0,0,Outlet
night,2023-09-02 03:50:00 UTC,0,0,Outlet
night,2023-09-02 04:00:00 UTC,0,0,Outlet
night,2023-09-02 04:10:00 UTC,0,0,Outlet
night,2023-09-02 04:20:00 UTC,0,0,Outlet
night,2023-09-02 04:30:00 UTC,0,0,Outlet
night,2023-09-02 04:40:00 UTC,0,0,Outlet
night,2023-09-02 04:50:00 UTC,0,0,Outlet
night,2023-09-02 05:00:00 UTC,0,0,Outlet
night,2023-09-02 05:10:00 UTC,0,0,Outlet
night,2023-09-02 05:20:00 UTC,0,0,Outlet
night,2023-09-02 05:30:00 UTC,0,0,Outlet
night,2023-09-02 05:40:00 UTC,0,0,Outlet
night,2023-09-02 05:50:00 UTC,53.8,0.9953,Outlet
day,2023-09-02 06:00:00 UTC,118.4,2.1904,Outlet
day,2023-09-02 06:10:00 UTC,172.2,3.1857,Outlet
day,2023-09-02 06:20:00 UTC,322.9,5.97365,Outlet
day,2023-09-02 06:30:00 UTC,301.4,5.5759,Outlet
day,2023-09-02 06:40:00 UTC,581.3,10.75405,Outlet
day,2023-09-02 06:50:00 UTC,742.7,13.73995,Outlet
day,2023-09-02 07:00:00 UTC,839.6,15.5326,Outlet
day,2023-09-02 07:10:00 UTC,1356.3,25.09155,Outlet
day,2023-09-02 07:20:00 UTC,1108.7,20.51095,Outlet
day,2023-09-02 07:30:00 UTC,1550,28.675,Outlet
day,2023-09-02 07:40:00 UTC,1980.6,36.6411,Outlet
day,2023-09-02 07:50:00 UTC,1894.5,35.04825,Outlet
day,2023-09-02 08:00:00 UTC,1636.1,30.26785,Outlet
day,2023-09-02 08:10:00 UTC,2238.9,41.41965,Outlet
day,2023-09-02 08:20:00 UTC,2238.9,41.41965,Outlet
day,2023-09-02 08:30:00 UTC,3100,57.35,Outlet
day,2023-09-02 08:40:00 UTC,1722.2,31.8607,Outlet
day,2023-09-02 08:50:00 UTC,3616.7,66.90895,Outlet
day,2023-09-02 09:00:00 UTC,2066.7,38.23395,Outlet
day,2023-09-02 09:10:00 UTC,4133.4,76.4679,Outlet
day,2023-09-02 09:20:00 UTC,4305.6,79.6536,Outlet
day,2023-09-02 09:30:00 UTC,1173.3,21.70605,Outlet
day,2023-09-02 09:40:00 UTC,3272.2,60.5357,Outlet
day,2023-09-02 09:50:00 UTC,4994.5,92.39825,Outlet
day,2023-09-02 10:00:00 UTC,5166.7,95.58395,Outlet
day,2023-09-02 10:10:00 UTC,2927.8,54.1643,Outlet
day,2023-09-02 10:20:00 UTC,3616.7,66.90895,Outlet
day,2023-09-02 10:30:00 UTC,3100,57.35,Outlet
day,2023-09-02 10:40:00 UTC,2755.6,50.9786,Outlet
day,2023-09-02 10:50:00 UTC,2238.9,41.41965,Outlet
day,2023-09-02 11:00:00 UTC,505.9,9.35915,Outlet
day,2023-09-02 11:10:00 UTC,516.7,9.55895,Outlet
day,2023-09-02 11:20:00 UTC,602.8,11.1518,Outlet
day,2023-09-02 11:30:00 UTC,925.7,17.12545,Outlet
day,2023-09-02 11:40:00 UTC,1550,28.675,Outlet
day,2023-09-02 11:50:00 UTC,2411.1,44.60535,Outlet
day,2023-09-02 12:00:00 UTC,3272.2,60.5357,Outlet
day,2023-09-02 12:10:00 UTC,2755.6,50.9786,Outlet
day,2023-09-02 12:20:00 UTC,3272.2,60.5357,Outlet
day,2023-09-02 12:30:00 UTC,4305.6,79.6536,Outlet
day,2023-09-02 12:40:00 UTC,5166.7,95.58395,Outlet
day,2023-09-02 12:50:00 UTC,5338.9,98.76965,Outlet
day,2023-09-02 13:00:00 UTC,4994.5,92.39825,Outlet
day,2023-09-02 13:10:00 UTC,4133.4,76.4679,Outlet
day,2023-09-02 13:20:00 UTC,4994.5,92.39825,Outlet
day,2023-09-02 13:30:00 UTC,6544.5,121.07325,Outlet
day,2023-09-02 13:40:00 UTC,4650,86.025,Outlet
day,2023-09-02 13:50:00 UTC,4305.6,79.6536,Outlet
day,2023-09-02 14:00:00 UTC,4305.6,79.6536,Outlet
day,2023-09-02 14:10:00 UTC,2669.5,49.38575,Outlet
day,2023-09-02 14:20:00 UTC,2927.8,54.1643,Outlet
day,2023-09-02 14:30:00 UTC,1980.6,36.6411,Outlet
day,2023-09-02 14:40:00 UTC,3272.2,60.5357,Outlet
day,2023-09-02 14:50:00 UTC,2927.8,54.1643,Outlet
day,2023-09-02 15:00:00 UTC,3100,57.35,Outlet
day,2023-09-02 15:10:00 UTC,2238.9,41.41965,Outlet
day,2023-09-02 15:20:00 UTC,2325,43.0125,Outlet
day,2023-09-02 15:30:00 UTC,2497.2,46.1982,Outlet
day,2023-09-02 15:40:00 UTC,2325,43.0125,Outlet
day,2023-09-02 15:50:00 UTC,1636.1,30.26785,Outlet
day,2023-09-02 16:00:00 UTC,1097.9,20.31115,Outlet
day,2023-09-02 16:10:00 UTC,1377.8,25.4893,Outlet
day,2023-09-02 16:20:00 UTC,990.3,18.32055,Outlet
day,2023-09-02 16:30:00 UTC,398.3,7.36855,Outlet
day,2023-09-02 16:40:00 UTC,312.2,5.7757,Outlet
day,2023-09-02 16:50:00 UTC,344.4,6.3714,Outlet
day,2023-09-02 17:00:00 UTC,581.3,10.75405,Outlet
day,2023-09-02 17:10:00 UTC,505.9,9.35915,Outlet
day,2023-09-02 17:20:00 UTC,452.1,8.36385,Outlet
day,2023-09-02 17:30:00 UTC,301.4,5.5759,Outlet
day,2023-09-02 17:40:00 UTC,215.3,3.98305,Outlet
day,2023-09-02 17:50:00 UTC,107.6,1.9906,Outlet
night,2023-09-02 18:00:00 UTC,43.1,0.79735,Outlet
night,2023-09-02 18:10:00 UTC,10.8,0.1998,Outlet
night,2023-09-02 18:20:00 UTC,0,0,Outlet
night,2023-09-02 18:30:00 UTC,0,0,Outlet
night,2023-09-02 18:40:00 UTC,0,0,Outlet
night,2023-09-02 18:50:00 UTC,0,0,Outlet
night,2023-09-02 19:00:00 UTC,0,0,Outlet
night,2023-09-02 19:10:00 UTC,0,0,Outlet
night,2023-09-02 19:20:00 UTC,0,0,Outlet
night,2023-09-02 19:30:00 UTC,0,0,Outlet
night,2023-09-02 19:40:00 UTC,0,0,Outlet
night,2023-09-02 19:50:00 UTC,0,0,Outlet
night,2023-09-02 20:00:00 UTC,0,0,Outlet
night,2023-09-02 20:10:00 UTC,0,0,Outlet
night,2023-09-02 20:20:00 UTC,0,0,Outlet
night,2023-09-02 20:30:00 UTC,0,0,Outlet
night,2023-09-02 20:40:00 UTC,0,0,Outlet
night,2023-09-02 20:50:00 UTC,0,0,Outlet
night,2023-09-02 21:00:00 UTC,0,0,Outlet
night,2023-09-02 21:10:00 UTC,0,0,Outlet
night,2023-09-02 21:20:00 UTC,0,0,Outlet
night,2023-09-02 21:30:00 UTC,0,0,Outlet
night,2023-09-02 21:40:00 UTC,0,0,Outlet
night,2023-09-02 21:50:00 UTC,0,0,Outlet
night,2023-09-02 22:00:00 UTC,0,0,Outlet
night,2023-09-02 22:10:00 UTC,0,0,Outlet
night,2023-09-02 22:20:00 UTC,0,0,Outlet
night,2023-09-02 22:30:00 UTC,0,0,Outlet
night,2023-09-02 22:40:00 UTC,0,0,Outlet
night,2023-09-02 22:50:00 UTC,0,0,Outlet
night,2023-09-02 23:00:00 UTC,0,0,Outlet
night,2023-09-02 23:10:00 UTC,0,0,Outlet
night,2023-09-02 23:20:00 UTC,0,0,Outlet
night,2023-09-02 23:30:00 UTC,0,0,Outlet
night,2023-09-02 23:40:00 UTC,0,0,Outlet
night,2023-09-02 23:50:00 UTC,0,0,Outlet
night,2023-09-03 00:00:00 UTC,0,0,Outlet
night,2023-09-03 00:10:00 UTC,0,0,Outlet
night,2023-09-03 00:20:00 UTC,0,0,Outlet
night,2023-09-03 00:30:00 UTC,0,0,Outlet
night,2023-09-03 00:40:00 UTC,0,0,Outlet
night,2023-09-03 00:50:00 UTC,0,0,Outlet
night,2023-09-03 01:00:00 UTC,0,0,Outlet
night,2023-09-03 01:10:00 UTC,0,0,Outlet
night,2023-09-03 01:20:00 UTC,0,0,Outlet
night,2023-09-03 01:30:00 UTC,0,0,Outlet
night,2023-09-03 01:40:00 UTC,0,0,Outlet
night,2023-09-03 01:50:00 UTC,0,0,Outlet
night,2023-09-03 02:00:00 UTC,0,0,Outlet
night,2023-09-03 02:10:00 UTC,0,0,Outlet
night,2023-09-03 02:20:00 UTC,0,0,Outlet
night,2023-09-03 02:30:00 UTC,0,0,Outlet
night,2023-09-03 02:40:00 UTC,0,0,Outlet
night,2023-09-03 02:50:00 UTC,0,0,Outlet
night,2023-09-03 03:00:00 UTC,0,0,Outlet
night,2023-09-03 03:10:00 UTC,0,0,Outlet
night,2023-09-03 03:20:00 UTC,0,0,Outlet
night,2023-09-03 03:30:00 UTC,0,0,Outlet
night,2023-09-03 03:40:00 UTC,0,0,Outlet
night,2023-09-03 03:50:00 UTC,0,0,Outlet
night,2023-09-03 04:00:00 UTC,0,0,Outlet
night,2023-09-03 04:10:00 UTC,0,0,Outlet
night,2023-09-03 04:20:00 UTC,0,0,Outlet
night,2023-09-03 04:30:00 UTC,0,0,Outlet
night,2023-09-03 04:40:00 UTC,0,0,Outlet
night,2023-09-03 04:50:00 UTC,0,0,Outlet
night,2023-09-03 05:00:00 UTC,0,0,Outlet
night,2023-09-03 05:10:00 UTC,0,0,Outlet
night,2023-09-03 05:20:00 UTC,0,0,Outlet
night,2023-09-03 05:30:00 UTC,0,0,Outlet
night,2023-09-03 05:40:00 UTC,0,0,Outlet
night,2023-09-03 05:50:00 UTC,0,0,Outlet
day,2023-09-03 06:00:00 UTC,0,0,Outlet
day,2023-09-03 06:10:00 UTC,21.5,0.39775,Outlet
day,2023-09-03 06:20:00 UTC,32.3,0.59755,Outlet
day,2023-09-03 06:30:00 UTC,32.3,0.59755,Outlet
day,2023-09-03 06:40:00 UTC,32.3,0.59755,Outlet
day,2023-09-03 06:50:00 UTC,43.1,0.79735,Outlet
day,2023-09-03 07:00:00 UTC,43.1,0.79735,Outlet
day,2023-09-03 07:10:00 UTC,32.3,0.59755,Outlet
day,2023-09-03 07:20:00 UTC,32.3,0.59755,Outlet
day,2023-09-03 07:30:00 UTC,32.3,0.59755,Outlet
day,2023-09-03 07:40:00 UTC,86.1,1.59285,Outlet
day,2023-09-03 07:50:00 UTC,107.6,1.9906,Outlet
day,2023-09-03 08:00:00 UTC,107.6,1.9906,Outlet
day,2023-09-03 08:10:00 UTC,118.4,2.1904,Outlet
day,2023-09-03 08:20:00 UTC,161.5,2.98775,Outlet
day,2023-09-03 08:30:00 UTC,215.3,3.98305,Outlet
day,2023-09-03 08:40:00 UTC,183,3.3855,Outlet
day,2023-09-03 08:50:00 UTC,215.3,3.98305,Outlet
day,2023-09-03 09:00:00 UTC,226,4.181,Outlet
day,2023-09-03 09:10:00 UTC,258.3,4.77855,Outlet
day,2023-09-03 09:20:00 UTC,204.5,3.78325,Outlet
day,2023-09-03 09:30:00 UTC,226,4.181,Outlet
day,2023-09-03 09:40:00 UTC,279.9,5.17815,Outlet
day,2023-09-03 09:50:00 UTC,279.9,5.17815,Outlet
day,2023-09-03 10:00:00 UTC,215.3,3.98305,Outlet
day,2023-09-03 10:10:00 UTC,236.8,4.3808,Outlet
day,2023-09-03 10:20:00 UTC,269.1,4.97835,Outlet
day,2023-09-03 10:30:00 UTC,279.9,5.17815,Outlet
day,2023-09-03 10:40:00 UTC,269.1,4.97835,Outlet
day,2023-09-03 10:50:00 UTC,355.2,6.5712,Outlet
day,2023-09-03 11:00:00 UTC,398.3,7.36855,Outlet
day,2023-09-03 11:10:00 UTC,290.6,5.3761,Outlet
day,2023-09-03 11:20:00 UTC,204.5,3.78325,Outlet
day,2023-09-03 11:30:00 UTC,247.6,4.5806,Outlet
day,2023-09-03 11:40:00 UTC,236.8,4.3808,Outlet
day,2023-09-03 11:50:00 UTC,387.5,7.16875,Outlet
day,2023-09-03 12:00:00 UTC,484.4,8.9614,Outlet
day,2023-09-03 12:10:00 UTC,495.1,9.15935,Outlet
day,2023-09-03 12:20:00 UTC,441.3,8.16405,Outlet
day,2023-09-03 12:30:00 UTC,247.6,4.5806,Outlet
day,2023-09-03 12:40:00 UTC,269.1,4.97835,Outlet
day,2023-09-03 12:50:00 UTC,204.5,3.78325,Outlet
day,2023-09-03 13:00:00 UTC,226,4.181,Outlet
day,2023-09-03 13:10:00 UTC,183,3.3855,Outlet
day,2023-09-03 13:20:00 UTC,269.1,4.97835,Outlet
day,2023-09-03 13:30:00 UTC,236.8,4.3808,Outlet
day,2023-09-03 13:40:00 UTC,247.6,4.5806,Outlet
day,2023-09-03 13:50:00 UTC,193.8,3.5853,Outlet
day,2023-09-03 14:00:00 UTC,269.1,4.97835,Outlet
day,2023-09-03 14:10:00 UTC,236.8,4.3808,Outlet
day,2023-09-03 14:20:00 UTC,129.2,2.3902,Outlet
day,2023-09-03 14:30:00 UTC,129.2,2.3902,Outlet
day,2023-09-03 14:40:00 UTC,96.9,1.79265,Outlet
day,2023-09-03 14:50:00 UTC,86.1,1.59285,Outlet
day,2023-09-03 15:00:00 UTC,107.6,1.9906,Outlet
day,2023-09-03 15:10:00 UTC,75.3,1.39305,Outlet
day,2023-09-03 15:20:00 UTC,75.3,1.39305,Outlet
day,2023-09-03 15:30:00 UTC,43.1,0.79735,Outlet
day,2023-09-03 15:40:00 UTC,96.9,1.79265,Outlet
day,2023-09-03 15:50:00 UTC,43.1,0.79735,Outlet
day,2023-09-03 16:00:00 UTC,43.1,0.79735,Outlet
day,2023-09-03 16:10:00 UTC,32.3,0.59755,Outlet
day,2023-09-03 16:20:00 UTC,32.3,0.59755,Outlet
